"Brand","Vehicle","Engine","Engine code","Power","Torque (Nm/rpm)","Displacement","Average fuel consumption (l/100 km)","CO2 (g/km)","Weight(3p/5p) kg","Compression ratio","GearBox type","Traction type","Block material","Cylinder head","Jante","Largura","Ratio"
"Skoda","Superb","1.4L TSI 125 hp",,"125/5000","200/1500-4000",1390,6.8,157,"1500",10.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Skoda","Superb","1.8L TSI 160 hp",,"160/5000","250/1500-4200",1798,7.6,180,"1529",9.6,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Skoda","Superb","1.8L TSI 160 hp DSG 7",,"160/5000","250/1500-4200",1798,7.1,168,"1546",9.6,"DCT 7","2wd","cast iron","aluminium","R16",205,55
"Skoda","Superb","1.8L TSI 160 hp 4x4",,"160/5000","250/1500-4200",1798,8.2,198,"1563",9.6,"MT 6","4wd","cast iron","aluminium","R16",205,55
"Skoda","Superb Elegance","1.8L TSI 160 hp",,"160/5000","250/1500-4200",1798,7.6,180,"1529",9.6,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Skoda","Superb Elegance","1.8L TSI 160 hp DSG 7",,"160/5000","250/1500-4200",1798,7.1,168,"1546",9.6,"DCT 7","2wd","cast iron","aluminium","R17",225,45
"Skoda","Superb Elegance","1.8L TSI 160 hp 4x4",,"160/5000","250/1500-4200",1798,8.2,198,"1563",9.6,"MT 6","4wd","cast iron","aluminium","R17",225,45
"Skoda","Superb","3.6L V6 FSI 260 hp AT 4x4",,"260/6000","350/2500-5000",3598,10.0,238,"1740",11.4,"AT 6","4wd","cast iron","aluminium","R17",225,45
"Skoda","Superb","1.9L TDI 105 hp",,"105/4000","250/1900",1896,5.7,151,"1531",18.5,"MT","2wd","cast iron","aluminium","R16",205,55
"Skoda","Superb","2.0L TDI 140 hp DPF",,"140/4000","320/1800-2500",1968,5.9,155,"1565",18.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Skoda","Superb","2.0L TDI 140 hp DPF DSG 6",,"140/4000","320/1800-2500",1968,6.8,177,"1587",18.5,"DCT 6","2wd","cast iron","aluminium","R16",205,55
"Skoda","Superb Elegance","2.0L TDI 140 hp DPF",,"140/4000","320/1800-2500",1968,5.9,155,"1565",18.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Skoda","Superb Elegance","2.0L TDI 140 hp DPF DSG 6",,"140/4000","320/1800-2500",1968,6.8,177,"1587",18.5,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Skoda","Superb","2.0L TDI 170 hp DPF",,"170/4200","350/1750-2500",1968,5.8,153,"1573",16.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Skoda","Superb","2.0L TDI 170 hp DPF DSG 6",,"170/4200","350/1750-2500",1968,6.1,159,"1590",16.5,"DCT 6","2wd","cast iron","aluminium","R16",205,55
"Skoda","Superb","2.0L TDI 170 hp DPF DSG 6 4x4",,"170/4200","350/1750-2500",1968,6.4,168,"1668",16.5,"MT 6","4wd","cast iron","aluminium","R16",205,55
"Skoda","Superb Elegance","2.0L TDI 170 hp DPF",,"170/4200","350/1750-2500",1968,5.8,153,"1573",16.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Skoda","Superb Elegance","2.0L TDI 170 hp DPF DSG 6",,"170/4200","350/1750-2500",1968,6.1,159,"1590",16.5,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Skoda","Superb Elegance","2.0L TDI 170 hp DPF DSG 6 4x4",,"170/4200","350/1750-2500",1968,6.4,168,"1668",16.5,"MT 6","4wd","cast iron","aluminium","R17",225,45
"Seat","Ibiza (2006)","1.2L 64 hp 3 cyl.",,"64/5400","112/3000",1198,5.9,142,"1015/1038",10.5,"MT","2wd","aluminium","aluminium","R15",195,55
"Seat","Ibiza (2006)","1.4L 75 hp",,"75/5000","126/3800",1390,6.5,156,"1034/1057",10.5,"MT","2wd","aluminium","aluminium","R15",195,55
"Seat","Ibiza (2006)","1.4L 75 hp AT",,"75/5000","126/3800",1390,7.5,180,"1067/1094",10.5,"AT 4","2wd","aluminium","aluminium","R15",195,55
"Seat","Ibiza (2006)","1.4L 100 hp",,"101/6000","126/4400",1390,6.6,158,"1049/1073",10.5,"MT","2wd","aluminium","aluminium","R15",195,55
"Seat","Ibiza (2006) Sport","1.4L 100 hp",,"101/6000","126/4400",1390,6.6,158,"1049/1073",10.5,"MT","2wd","aluminium","aluminium","R16",205,45
"Seat","Ibiza (2006) FR","1.8L T 150 hp",,"150/5800","220/1950-4500",1781,7.8,187,"1154/1203",9.5,"MT","2wd","cast iron","aluminium","R17",205,40
"Seat","Ibiza (2006) Cupra","1.8L T 180 hp",,"180/5800","245/2000",1781,7.9,190,"1177",9.5,"MT","2wd","cast iron","aluminium","R17",205,40
"Seat","Ibiza (2006)","1.4L TDI 70 hp 3 cyl.",,"69/4000","155/2200",1422,4.7,127,"1106/1131",19.5,"MT","2wd","cast iron","aluminium","R15",195,55
"Seat","Ibiza (2006)","1.4L TDI 80 hp 3 cyl.",,"80/4000","195/2200",1422,4.6,124,"1106/1131",19.5,"MT","2wd","cast iron","aluminium","R15",195,55
"Seat","Ibiza (2006) Sport","1.4L TDI 80 hp 3 cyl.",,"80/4000","195/2200",1422,4.6,124,"1106/1131",19.5,"MT","2wd","cast iron","aluminium","R16",205,45
"Seat","Ibiza (2006)","1.9L TDI 100 hp",,"101/4000","240/1800-2400",1896,4.9,132,"1142/1165",19.0,"MT","2wd","cast iron","aluminium","R15",195,55
"Seat","Ibiza (2006) Sport","1.9L TDI 100 hp",,"101/4000","240/1800-2400",1896,4.9,132,"1142/1165",19.0,"MT","2wd","cast iron","aluminium","R16",205,45
"Seat","Ibiza (2006) FR","1.9L TDI 130 hp",,"131/4000","310/1900",1896,5.2,140,"1192/1218",19.0,"MT 6","2wd","cast iron","aluminium","R17",205,40
"Seat","Ibiza (2006) Cupra","1.9L TDI 160 hp",,"160/3750","330/1900",1896,5.4,146,"1215",19.0,"MT 6","2wd","cast iron","aluminium","R17",205,40
"Seat","Ibiza (2006) Ecomotive","1.4L TDI 80 hp DPF 3 cyl.",,"80/4000","195/2200",1422,3.8,99,"1159/1184",19.5,"MT","2wd","cast iron","aluminium","R14",165,70
"Seat","Ibiza SportCoupé","1.2L 70 hp 3 cyl.",,"69/5400","112/3000",1198,5.9,139,"1049",10.5,"MT","2wd","aluminium","aluminium","R15",185,60
"Seat","Ibiza SportCoupé","1.4L 85 hp",,"86/5000","132/3800",1390,6.2,149,"1075",10.5,"MT","2wd","aluminium","aluminium","R15",185,60
"Seat","Ibiza SportCoupé Sport","1.4L 85 hp",,"86/5000","132/3800",1390,6.2,149,"1075",10.5,"MT","2wd","aluminium","aluminium","R16",215,45
"Seat","Ibiza SportCoupé","1.6L 105 hp",,"105/5600","153/3800",1598,6.6,157,"1090",10.5,"MT","2wd","aluminium","aluminium","R15",185,60
"Seat","Ibiza SportCoupé","1.6L 105 hp DSG 7",,"105/5600","153/3800",1598,6.2,148,"1120",10.5,"DCT 7","2wd","aluminium","aluminium","R15",185,60
"Seat","Ibiza SportCoupé Sport","1.6L 105 hp",,"105/5600","153/3800",1598,6.6,157,"1090",10.5,"MT","2wd","aluminium","aluminium","R16",215,45
"Seat","Ibiza SportCoupé Sport","1.6L 105 hp DSG 7",,"105/5600","153/3800",1598,6.2,148,"1120",10.5,"DCT 7","2wd","aluminium","aluminium","R16",215,45
"Seat","Ibiza SportCoupé FR","1.4L TSI 150 hp DSG 7",,"150/?","220/1250-4500",1390,6.3,146,,,"DCT 7","2wd","cast iron","aluminium","R17",215,40
"Seat","Ibiza SportCoupé Cupra","1.4L TSI 180 hp DSG 7",,"180/?","250/1750-4500",1390,6.7,159,"1244",,"DCT 7","2wd","cast iron","aluminium","R17",215,40
"Seat","Ibiza SportCoupé","1.4L TDI 80 hp DPF 3 cyl.",,"80/4000","195/2200",1422,4.3,114,"1150",19.5,"MT","2wd","cast iron","aluminium","R15",185,60
"Seat","Ibiza SportCoupé Ecomotive","1.4L TDI 80 hp DPF 3 cyl.",,"80/4000","195/2200",1422,3.7,98,"1140",19.5,"MT","2wd","cast iron","aluminium","R14",175,70
"Seat","Ibiza SportCoupé","1.6L TDI CR 90 hp DPF",,"90/4000","210/1800-2500",1598,4.2,109,"1175",16.5,"MT","2wd","cast iron","aluminium","R15",185,60
"Seat","Ibiza SportCoupé Sport","1.6L TDI CR 90 hp DPF",,"90/4000","210/1800-2500",1598,4.2,109,"1175",16.5,"MT","2wd","cast iron","aluminium","R16",215,45
"Seat","Ibiza SportCoupé","1.9L TDI 105 hp DPF",,"105/4000","240/1900",1896,4.5,119,"1175",19.0,"MT","2wd","cast iron","aluminium","R15",185,60
"Seat","Ibiza SportCoupé Sport","1.9L TDI 105 hp DPF",,"105/4000","240/1900",1896,4.5,119,"1175",19.0,"MT","2wd","cast iron","aluminium","R16",215,45
"Seat","Ibiza","1.2L 70 hp 3 cyl.",,"69/5400","112/3000",1198,5.9,139,"1074",10.5,"MT","2wd","aluminium","aluminium","R15",185,60
"Seat","Ibiza","1.4L 85 hp",,"86/5000","132/3800",1390,6.2,149,"1100",10.5,"MT","2wd","aluminium","aluminium","R15",185,60
"Seat","Ibiza Sport","1.4L 85 hp",,"86/5000","132/3800",1390,6.2,149,"1100",10.5,"MT","2wd","aluminium","aluminium","R16",215,45
"Seat","Ibiza","1.6L 105 hp",,"105/5600","153/3800",1598,6.6,157,"1115",10.5,"MT","2wd","aluminium","aluminium","R15",185,60
"Seat","Ibiza","1.6L 105 hp DSG 7",,"105/5600","153/3800",1598,6.2,148,"1145",10.5,"DCT 7","2wd","aluminium","aluminium","R15",185,60
"Seat","Ibiza Sport","1.6L 105 hp",,"105/5600","153/3800",1598,6.6,157,"1115",10.5,"MT","2wd","aluminium","aluminium","R16",215,45
"Seat","Ibiza Sport","1.6L 105 hp DSG 7",,"105/5600","153/3800",1598,6.2,148,"1145",10.5,"DCT 7","2wd","aluminium","aluminium","R16",215,45
"Seat","Ibiza","1.4L TSI 150 hp DSG 7",,"150/?","220/1250-4500",1390,6.3,146,,,"DCT 7","2wd","cast iron","aluminium","R17",215,40
"Seat","Ibiza","1.4L TDI 80 hp DPF 3 cyl.",,"80/4000","195/2200",1422,4.3,114,"1175",19.5,"MT","2wd","cast iron","aluminium","R15",185,60
"Seat","Ibiza Ecomotive","1.4L TDI 80 hp DPF 3 cyl.",,"80/4000","195/2200",1422,3.7,98,"1165",19.5,"MT","2wd","cast iron","aluminium","R14",175,70
"Seat","Ibiza","1.6L TDI CR 90 hp DPF",,"90/4000","210/1800-2500",1598,4.2,109,,16.5,"MT","2wd","cast iron","aluminium","R15",185,60
"Seat","Ibiza Sport","1.6L TDI CR 90 hp DPF",,"90/4000","210/1800-2500",1598,4.2,109,,16.5,"MT","2wd","cast iron","aluminium","R16",215,45
"Seat","Ibiza","1.9L TDI 105 hp DPF",,"105/4000","240/1900",1896,4.5,119,"1200",19.0,"MT","2wd","cast iron","aluminium","R15",185,60
"Seat","Ibiza Sport","1.9L TDI 105 hp DPF",,"105/4000","240/1900",1896,4.5,119,"1200",19.0,"MT","2wd","cast iron","aluminium","R16",215,45
"Seat","Cordoba","1.4L 85 hp",,"86/5000","130/3800",1390,6.5,154,"1150",10.5,"MT","2wd","aluminium","aluminium","R15",195,55
"Seat","Cordoba","1.4L TDI 80 hp",,"80/4000","195/2200",1422,4.6,119,"1219",19.5,"MT","2wd","cast iron","aluminium","R15",195,55
"Seat","Cordoba","1.9L TDI 100 hp",,"101/4000","240/1800-2400",1896,4.9,132,"1246",19.0,"MT","2wd","cast iron","aluminium","R15",195,55
"Seat","Cordoba Sport","1.9L TDI 100 hp",,"101/4000","240/1800-2400",1896,4.9,132,"1246",19.0,"MT","2wd","cast iron","aluminium","R16",205,45
"Seat","Leon","1.4L 85 hp",,"86/5000","130/3600-3800",1390,6.9,154,"1251",10.5,"MT","2wd","aluminium","aluminium","R15",195,65
"Seat","Leon","1.6L 102 hp",,"102/5600","148/3800",1595,7.2,169,"1280",10.5,"MT","2wd","cast iron","aluminium","R15",195,65
"Seat","Leon","1.4L TSI 125 hp",,"125/5000","200/1500-4000",1390,6.2,148,"1324",10.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Leon Sport","1.4L TSI 125 hp",,"125/5000","200/1500-4000",1390,6.2,148,"1324",10.0,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Leon","1.8L TSI 160 hp",,"160/5000","250/1500-4200",1798,6.8,159,"1395",10.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Leon Sport","1.8L TSI 160 hp",,"160/5000","250/1500-4200",1798,6.8,159,"1395",10.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Leon Sport","1.8L TSI 160 hp DSG 7",,"160/5000","250/1500-4200",1798,6.6,153,"1370",10.5,"DCT 7","2wd","cast iron","aluminium","R17",225,45
"Seat","Leon FR","2.0L TSI 211 hp",,"211/5300","280/1700-5200",1984,7.3,170,"1395",9.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Leon FR","2.0L TSI 211 hp",,"211/5300","280/1700-5200",1984,7.5,174,"1425",9.5,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Leon Cupra","2.0L TSI 240 hp",,"241/5700","300/2200-5500",1984,8.2,199,"1450",10.3,"MT 6","2wd","cast iron","aluminium","R18",225,40
"Seat","Leon","1.9L TDI 90 hp",,"90/4000","210/1800-2500",1896,5.0,135,"1365",19.0,"MT","2wd","cast iron","aluminium","R15",195,65
"Seat","Leon Ecomotive","1.9L TDI 105 hp DPF",,"105/4000","250/1900",1896,4.5,119,"1325",19.0,"MT","2wd","cast iron","aluminium","R15",195,65
"Seat","Leon","1.9L TDI 105 hp DPF DSG 6",,"105/4000","250/1900",1896,5.8,154,"1395",19.0,"DCT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Leon","2.0L TDI 140 hp",,"140/4000","320/1750-2500",1968,5.6,147,"1390",18.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Leon Sport","2.0L TDI 140 hp",,"140/4000","320/1750-2500",1968,5.6,147,"1390",18.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Leon Sport","2.0L TDI 140 hp DSG 6",,"140/4000","320/1750-2500",1968,5.7,154,"1430",18.5,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Leon FR","2.0L TDI CR 170 hp DPF",,"170/4200","350/1750-2500",1968,5.3,139,"1395",16.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Leon FR","2.0L TDI CR 170 hp DPF DSG 6",,"170/4200","350/1750-2500",1968,5.7,150,"1420",16.5,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Altea","1.4L 85 hp",,"86/5000","132/3800",1390,7.3,159,"1366",10.5,"MT","2wd","aluminium","aluminium","R15",195,65
"Seat","Altea","1.6L 102 hp",,"102/5600","148/3800",1595,7.3,173,"1395",10.3,"MT","2wd","aluminium","aluminium","R15",195,65
"Seat","Altea Style","1.6L 102 hp",,"102/5600","148/3800",1595,7.3,173,"1395",10.3,"MT","2wd","aluminium","aluminium","R16",205,55
"Seat","Altea","1.4L TSI 125 hp",,"125/5000","200/1500-4000",1390,6.4,152,"1439",10.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Altea Sport","1.4L TSI 125 hp",,"125/5000","200/1500-4000",1390,6.4,152,"1439",10.0,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Altea","1.8L TSI 160 hp",,"160/6200","250/1500-4500",1798,7.1,165,"1475",9.6,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Altea","1.8L TSI 160 hp DSG 7",,"160/6200","250/1500-4500",1798,6.7,157,"1495",9.6,"DCT 7","2wd","cast iron","aluminium","R17",225,45
"Seat","Altea","1.9L TDI 105 hp",,"105/4000","250/1900",1896,5.4,142,"1480",18.5,"MT","2wd","cast iron","aluminium","R15",195,65
"Seat","Altea Style","1.9L TDI 105 hp",,"105/4000","250/1900",1896,5.4,142,"1480",18.5,"MT","2wd","cast iron","aluminium","R16",205,55
"Seat","Altea","1.9L TDI 105 hp DSG 6",,"105/4000","250/1900",1896,6.0,159,"1510",18.5,"DCT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Altea","2.0L TDI 140 hp",,"140/4000","320/1750-2500",1968,5.8,157,"1505",18.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Altea Sport","2.0L TDI 140 hp",,"140/4000","320/1750-2500",1968,5.8,157,"1505",18.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Altea Sport","2.0L TDI 140 hp DSG 6",,"140/4000","320/1750-2500",1968,6.0,160,"1540",18.5,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Altea Sport","2.0L TDI CR 170 hp DPF",,"170/4200","350/1750-2500",1968,5.6,146,"1505",16.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Altea XL","1.6L 102 hp",,"102/5600","148/3800",1595,7.5,178,"1434",10.5,"MT","2wd","aluminium","aluminium","R15",195,65
"Seat","Altea XL Style","1.6L 102 hp",,"102/5600","148/3800",1595,7.5,178,"1434",10.5,"MT","2wd","aluminium","aluminium","R16",205,55
"Seat","Altea XL","1.4L TSI 125 hp",,"125/5000","200/1500-4000",1390,6.4,152,"1478",10.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Altea XL Sport","1.4L TSI 125 hp",,"125/5000","200/1500-4000",1390,6.4,152,"1478",10.0,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Altea XL","1.8L TSI 160 hp",,"160/5000","250/1500-4200",1798,7.1,165,"1505",10.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Altea XL","1.8L TSI 160 hp DSG 7",,"160/5000","250/1500-4200",1798,6.8,159,"1525",10.5,"DCT 7","2wd","cast iron","aluminium","R17",225,45
"Seat","Altea XL","1.9L TDI 105 hp",,"105/4000","250/1900",1896,5.4,146,"1519",19.0,"MT","2wd","cast iron","aluminium","R15",195,65
"Seat","Altea XL Style","1.9L TDI 105 hp",,"105/4000","250/1900",1896,5.4,146,"1519",19.0,"MT","2wd","cast iron","aluminium","R16",205,55
"Seat","Altea XL Style","1.9L TDI 105 hp DPF DSG 6",,"105/4000","250/1900",1896,6.0,159,"1549",19.0,"DCT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Altea XL","2.0L TDI 140 hp",,"140/4000","320/1750-2500",1968,5.9,157,"1544",18.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Altea XL Sport","2.0L TDI 140 hp",,"140/4000","320/1750-2500",1968,5.9,157,"1544",18.0,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Altea XL Sport","2.0L TDI 140 hp DSG 6",,"140/4000","320/1750-2500",1968,6.0,162,"1579",18.0,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Altea XLSport","2.0L TDI CR 170 hp DPF",,"170/4200","350/1750-2500",1968,5.7,149,"1544",16.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Altea Freetrack","2.0L TDI 140 hp DPF",,"140/4000","320/1750-2500",1968,6.1,163,"1579",18.5,"MT 6","2wd","cast iron","aluminium","R17",225,50
"Seat","Altea Freetrack","2.0L TDI 140 hp DPF 4x4",,"140/4000","320/1750-2500",1968,6.5,171,"1643",18.5,"MT 6","4wd","cast iron","aluminium","R17",225,50
"Seat","Altea Freetrack","2.0L TDI 170 hp DPF 4x4",,"170/4200","350/1750-2500",1968,6.0,159,"1615",16.5,"MT 6","4wd","cast iron","aluminium","R17",225,50
"Seat","Altea Freetrack","2.0L TSI 211 hp DSG 6 4x4",,"211/5300","280/1700-5200",1984,8.4,197,"1661",9.6,"DCT 6","4wd","cast iron","aluminium","R17",225,50
"Seat","Toledo","1.6L 102 hp",,"102/5600","148/3800",1595,7.7,185,"1419",10.5,"MT","2wd","cast iron","aluminium","R16",205,55
"Seat","Toledo","2.0L FSI 150 hp",,"150/6000","200/3500",1984,8.4,201,"1474",11.5,"MT 6","2wd","aluminium","aluminium","R16",205,55
"Seat","Toledo Sport-up","2.0L FSI 150 hp",,"150/6000","200/3500",1984,8.4,201,"1474",11.5,"MT 6","2wd","aluminium","aluminium","R17",225,45
"Seat","Toledo","2.0L FSI 150 hp Tiptronic",,"150/6000","200/3500",1984,8.9,214,"1515",11.5,"AT 6","2wd","aluminium","aluminium","R16",205,55
"Seat","Toledo Sport-up","2.0L FSI 150 hp Tiptronic",,"150/6000","200/3500",1984,9.1,218,"1515",11.5,"AT 6","2wd","aluminium","aluminium","R17",225,45
"Seat","Toledo","1.9L TDI 105 hp",,"105/4000","250/1900",1896,5.4,146,"1504",19.0,"MT","2wd","cast iron","aluminium","R16",205,55
"Seat","Toledo","2.0L TDI 140 hp",,"140/4000","320/1750-2500",1968,5.9,159,"1529",18.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Toledo Sport-up","2.0L TDI 140 hp",,"140/4000","320/1750-2500",1968,5.8,157,"1529",18.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Toledo","2.0L TDI 140 hp DSG 6",,"140/4000","320/1750-2500",1968,6.2,168,"1564",18.5,"DCT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Toledo Sport-up","2.0L TDI 140 hp DSG 6",,"140/4000","320/1750-2500",1968,6.0,160,"1564",18.5,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Toledo","2.0L TDI 170 hp",,"170/4200","350/1800",1968,6.2,167,"1529",18.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Toledo Sport-up","2.0L TDI 170 hp",,"170/4200","350/1800",1968,6.2,167,"1529",18.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Exeo","1.6L 102 hp",,"102/5600","148/3800",1595,7.5,175,"1385",10.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Exeo","1.8L 150 hp",,"150/5500","220/2000",1781,7.9,184,"1475",9.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Exeo Sport","1.8L 150 hp",,"150/5500","220/2000",1781,7.9,184,"1475",9.5,"MT","2wd","cast iron","aluminium","R17",225,45
"Seat","Exeo","2.0L TSI 200 hp",,"200/6000","280/1800-5000",1984,7.7,179,"1505",10.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Exeo","2.0L TDI CR 143 hp DPF",,"143/4200","320/1750-2500",1968,5.5,146,"1505",16.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Exeo Sport","2.0L TDI CR 143 hp DPF",,"143/4200","320/1750-2500",1968,5.5,146,"1505",16.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Exeo","2.0L TDI CR 170 DPF hp",,"170/4200","350/1750-2500",1968,5.9,153,"1530",16.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Exeo ST","1.6L 102 hp",,"102/5600","148/3800",1595,7.7,179,"1445",10.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Exeo ST","1.8L 150 hp",,"150/5700","220/1800",1781,8.1,189,"1535",9.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Exeo ST Sport","1.8L 150 hp",,"150/5700","220/1800",1781,8.1,189,"1535",9.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Exeo ST","2.0L TSI 200 hp",,"200/6000","280/1800-5000",1984,7.9,184,"1565",10.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Exeo ST","2.0L TDI CR 143 hp DPF",,"143/4200","320/1750-2500",1968,5.7,149,"1565",16.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Seat","Exeo ST Sport","2.0L TDI CR 143 hp DPF",,"143/4200","320/1750-2500",1968,5.7,149,"1565",16.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Exeo ST","2.0L TDI CR 170 DPF hp",,"170/4200","350/1750-2500",1968,5.9,159,"1590",16.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Alhambra","1.8L 150 hp",,"150/5800","220/1800",1781,9.4,225,"1674",9.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Seat","Alhambra","1.9L TDI 115 hp",,"116/4000","310/1900",1896,6.5,172,"1724",18.0,"MT 6","2wd","cast iron","aluminium","R16",215,55
"Seat","Alhambra","1.9L TDI 115 hp Tiptronic",,"116/4000","310/1900",1896,7.4,196,"1757",18.0,"AT 5","2wd","cast iron","aluminium","R16",215,55
"Seat","Alhambra Sport +","1.9L TDI 115 hp Tiptronic",,"116/4000","310/1900",1896,7.4,196,"1757",18.0,"AT 5","2wd","cast iron","aluminium","R17",225,45
"Seat","Alhambra","1.9L TDI 115 hp 4x4",,"116/4000","310/1900",1896,7.1,188,"1784",18.0,"MT 6","4wd","cast iron","aluminium","R16",215,55
"Seat","Alhambra","2.0L TDI 140 hp",,"140/4000","310/1750",1968,6.6,175,"1740",18.0,"MT 6","2wd","cast iron","aluminium","R16",215,55
"Seat","Alhambra Ecomotive","2.0L TDI 140 hp",,"140/4000","310/1750",1968,6.0,159,"1740",18.0,"MT 6","2wd","cast iron","aluminium","R16",195,60
"Seat","Alhambra Sport +","2.0L TDI 140 hp",,"140/4000","310/1750",1968,6.6,175,"1740",18.0,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Audi","A3","1.4L TFSI 125 hp",,"125/5000","200/1500-4000",1390,5.9,140,"1320/1360",10.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Audi","A3 Ambiente","1.4L TFSI 125 hp",,"125/5000","200/1500-4000",1390,5.9,140,"1320/1360",10.0,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Audi","A3","1.4L TFSI 125 hp S-tronic 7",,"125/5000","200/1500-4000",1390,5.6,133,"1345/1385",10.0,"DCT 7","2wd","cast iron","aluminium","R16",205,55
"Audi","A3 Ambiente","1.4L TFSI 125 hp S-tronic 7",,"125/5000","200/1500-4000",1390,5.6,133,"1345/1385",10.0,"DCT 7","2wd","cast iron","aluminium","R17",225,45
"Audi","A3","1.8L TFSI 160 hp",,"160/5000","250/1500-4200",1798,6.7,155,"1355/1395",9.6,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Audi","A3 Ambiente","1.8L TFSI 160 hp",,"160/5000","250/1500-4200",1798,6.7,155,"1355/1395",9.6,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Audi","A3","1.8L TFSI 160 hp S-tronic 7",,"160/5000","250/1500-4200",1798,6.6,153,"1370/1410",9.6,"DCT 7","2wd","cast iron","aluminium","R16",205,55
"Audi","A3 Ambiente","1.8L TFSI 160 hp S-tronic 7",,"160/5000","250/1500-4200",1798,6.6,153,"1370/1410",9.6,"DCT 7","2wd","cast iron","aluminium","R17",225,45
"Audi","A3 Ambiente","1.8L TFSI 160 hp quattro",,"160/5000","250/1500-4200",1798,7.5,174,"1450/1490",9.6,"MT 6","4wd","cast iron","aluminium","R17",225,45
"Audi","A3","2.0L TFSI 200 hp",,"200/6000","280/1800-5000",1984,7.1,164,"1370/1410",10.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Audi","A3 Ambiente","2.0L TFSI 200 hp",,"200/6000","280/1800-5000",1984,7.1,164,"1370/1410",10.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Audi","A3","2.0L TFSI 200 hp S-tronic 6",,"200/6000","280/1800-5000",1984,7.2,166,"1405/1445",10.5,"DCT 6","2wd","cast iron","aluminium","R17",225,45
