"Brand","Vehicle","Engine","Engine code","Power","Torque (Nm/rpm)","Displacement","Average fuel consumption (l/100 km)","CO2 (g/km)","Weight(3p/5p) kg","Compression ratio","GearBox type","Traction type","Block material","Cylinder head","Jante","Largura","Ratio"
"Renault","Twingo","1.2L 60 hp","D7F","58/5250","93/2500",1149,5.6,130,"1000",9.6,"MT","2wd","cast iron","aluminium","R14",165,65
"Renault","Twingo","1.2L 75 hp","D4F","75/5500","108/4250",1149,5.1,120,"1025",9.8,"MT","2wd","cast iron","aluminium","R14",165,65
"Renault","Twingo","1.5L dCi 65 hp","K9KBP","65/3750","160/1900",1461,4.3,113,"1055",17.9,"MT","2wd","cast iron","aluminium","R14",165,65
"Renault","Twingo","1.2L 75 hp AT","D4F","75/5500","108/4250",1149,5.6,132,"1030",9.8,"AT 5","2wd","cast iron","aluminium","R14",165,65
"Renault","Twingo","1.5L dCi 85 hp","K9KHP","84/3750","200/1750",1461,4.0,104,"1055",17.9,"MT","2wd","cast iron","aluminium","R14",165,65
"Renault","Twingo","1.2L TCe 100 hp","D4FT","104/5500","145/3000",1149,5.9,138,"1055",9.5,"MT","2wd","cast iron","aluminium","R15",185,65
"Renault","Twingo","1.6L 130 hp","K4MRS","133/6750","160/4400",1598,7.0,165,"1124",11.0,"MT","2wd","cast iron","aluminium","R16",195,45
"Renault","Clio Campus 3p Exp","1.5L dCi 65 hp","K9KBP","65/4000","160/2000",1461,4.3,,"960",18.8,"MT","2wd","cast iron","aluminium","R14",175,65
"Renault","Clio Campus 3p Dyn","1.5L dCi 65 hp","K9KBP","65/4000","160/2000",1461,4.3,,"960",18.8,"MT","2wd","cast iron","aluminium","R15",185,55
"Renault","Clio Campus 5p Exp","1.5L dCi 65 hp","K9KBP","65/4000","160/2000",1461,4.3,,"980",18.8,"MT","2wd","cast iron","aluminium","R14",175,65
"Renault","Clio Campus 5p Dyn","1.5L dCi 65 hp","K9KBP","65/4000","160/2000",1461,4.3,,"980",18.8,"MT","2wd","cast iron","aluminium","R15",185,55
"Renault","Clio","1.2L 75 hp","D4F","75/5500","105/4250",1149,5.9,139,"1155/1165",9.8,"MT","2wd","cast iron","aluminium","R15",165,65
"Renault","Clio","1.5L dCi 70 hp","K9KBP","68/4000","160/1700",1461,4.5,120,"1230/1240",17.9,"MT","2wd","cast iron","aluminium","R15",185,60
"Renault","Clio","1.2L TCe 100 hp","D4FT","101/5500","145/3000",1149,5.8,137,"1165/1175",9.5,"MT","2wd","cast iron","aluminium","R15",185,60
"Renault","Clio","1.5L dCi 85 hp","K9KHP","86/3750","200/1900",1461,4.4,117,"1240/1250",17.9,"MT","2wd","cast iron","aluminium","R15",185,60
"Renault","Clio Exc","1.2L TCe 100 hp","D4FT","101/5500","145/3000",1149,5.8,137,"1165/1175",9.5,"MT","2wd","cast iron","aluminium","R16",195,50
"Renault","Clio Exc","1.5L dCi 85 hp","K9KHP","86/3750","200/1900",1461,4.4,117,"1240/1250",17.9,"MT","2wd","cast iron","aluminium","R16",195,50
"Renault","Clio Exc","1.6L 110 hp AT","K4M","112/6000","151/4250",1598,7.5,179,"1255/1265",9.8,"AT 4","2wd","cast iron","aluminium","R16",195,50
"Renault","Clio  Exc","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000-2500",1461,4.3,123,"1275/1285",15.6,"MT 6","2wd","cast iron","aluminium","R16",195,50
"Renault","Clio GT 3p.","1.6L 130 hp","K4MRS","128/6750","155/4250",1598,6.9,160,"1215",,"MT 6","2wd","cast iron","aluminium","R16",195,50
"Renault","Clio RS 3p.","2.0L 200 hp","F4R","201/7100","215/5400",1998,8.3,195,"1279",,"MT 6","2wd","cast iron","aluminium","R17",215,45
"Renault","Clio Grand Tour","1.2L 75 hp","D4F","75/5500","105/4250",1149,5.9,139,"1185",9.8,"MT","2wd","cast iron","aluminium","R15",165,65
"Renault","Clio Grand Tour","1.5L dCi 70 hp","K9KBP","68/4000","160/1700",1461,4.5,120,"1260",17.9,"MT","2wd","cast iron","aluminium","R15",185,60
"Renault","Clio Grand Tour","1.2L TCe 100 hp","D4FT","101/5500","145/3000",1149,5.8,137,"1195",9.5,"MT","2wd","cast iron","aluminium","R15",185,60
"Renault","Clio Grand Tour","1.5L dCi 85 hp","K9KHP","86/3750","200/1900",1461,4.4,117,"1270",17.9,"MT","2wd","cast iron","aluminium","R15",185,60
"Renault","Clio Grand Tour Exc","1.2L TCe 100 hp","D4FT","101/5500","145/3000",1149,5.8,137,"1195",9.5,"MT","2wd","cast iron","aluminium","R16",195,50
"Renault","Clio Grand Tour Exc","1.5L dCi 85 hp","K9KHP","86/3750","200/1900",1461,4.4,117,"1270",17.9,"MT","2wd","cast iron","aluminium","R16",195,50
"Renault","Clio Grand Tour Exc","1.6L 110 hp AT","K4M","112/6000","151/4250",1598,7.5,179,"1285",9.8,"AT 4","2wd","cast iron","aluminium","R16",195,50
"Renault","Clio Grand Tour Exc","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000-2500",1461,4.3,123,"1310",15.6,"MT 6","2wd","cast iron","aluminium","R16",195,50
"Renault","Kangoo Bebop","1.6L 105 hp","K4M","106/5750","148/3750",1598,7.7,186,"1435",10.0,"MT","2wd","cast iron","aluminium","R16",205,60
"Renault","Kangoo Bebop","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000",1461,5.4,142,"1468",15.3,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Modus","1.2L 75 hp","D4F","75/5500","105/4250",1149,5.9,140,"1225",9.8,"MT","2wd","cast iron","aluminium","R15",165,65
"Renault","Modus","1.5L dCi 65 hp","K9KBP","65/4000","160/1700",1461,4.7,119,"1255",17.9,"MT","2wd","cast iron","aluminium","R15",185,60
"Renault","Modus","1.2L TCe 100 hp","D4FT","101/5500","145/3000",1149,5.9,140,"1235",9.8,"MT","2wd","cast iron","aluminium","R15",185,60
"Renault","Modus","1.5L dCi 85 hp","K9KHP","86/3750","200/1900",1461,4.5,119,"1290",17.9,"MT","2wd","cast iron","aluminium","R15",185,60
"Renault","Modus Exc","1.2L TCe 100 hp","D4FT","101/5500","145/3000",1149,5.9,140,"1235",9.8,"MT","2wd","cast iron","aluminium","R16",185,55
"Renault","Modus Exc","1.5L dCi 85 hp","K9KHP","86/3750","200/1900",1461,4.5,119,"1290",17.9,"MT","2wd","cast iron","aluminium","R16",185,55
"Renault","Modus Exc","1.6L 110 hp AT","K4M","112/6000","151/4250",1598,7.6,179,"1310",10.0,"AT 4","2wd","cast iron","aluminium","R16",185,55
"Renault","Modus","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000",1461,4.7,124,"1305",15.6,"MT 6","2wd","cast iron","aluminium","R15",185,60
"Renault","Modus Exc","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000",1461,4.7,124,"1305",15.6,"MT 6","2wd","cast iron","aluminium","R16",185,55
"Renault","Megane 3 Berline","1.6L 100 hp","K4M","101/5500","148/4250",1598,6.7,159,"1280",9.8,"MT","2wd","cast iron","aluminium","R15",195,65
"Renault","Megane 3 Berline","1.5L dCi 85 hp","K9KHP","86/3750","200/1750",1461,4.5,118,"1290",17.6,"MT","2wd","cast iron","aluminium","R15",195,65
"Renault","Megane 3 Berline","1.6L 110 hp","K4M","110/6000","151/4250",1598,6.9,163,"1290",9.7,"MT 6","2wd","cast iron","aluminium","R15",195,65
"Renault","Megane 3 Berline Dyn","1.6L 110 hp","K4M","110/6000","151/4250",1598,6.9,163,"1290",9.7,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 3 Berline","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000",1461,4.5,120,"1290",15.3,"MT 6","2wd","cast iron","aluminium","R15",195,65
"Renault","Megane 3 Berline Dyn","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000",1461,4.5,120,"1290",15.3,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 3 Berline Dyn","2.0L 140 hp hpT","M4R","140/6000","195/3750",1997,7.6,176,"1356",10.2,"hpT","2wd","aluminium","aluminium","R16",205,55
"Renault","Megane 3 Berline Dyn","2.0L TCe 180 hp","F4RTK","180/5500","300/2250",1998,7.6,178,"1405",9.3,"MT 6","2wd","cast iron","aluminium","R17",205,45
"Renault","Megane 3 Berline Dyn","1.9L dCi 130 hp","F9Q","131/3750","300/1750",1870,5.1,134,"1385",16.6,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 3 Coupé","1.6L 110 hp","K4M","110/6000","151/4250",1598,6.9,163,"1290",9.7,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 3 Coupé","1.5L dCi 85 hp","K9KHP","86/3750","200/1750",1461,4.5,118,"1280",17.6,"MT","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 3 Coupé Dyn","1.6L 110 hp","K4M","110/6000","151/4250",1598,6.9,163,"1290",9.7,"MT 6","2wd","cast iron","aluminium","R17",205,50
"Renault","Megane 3 Coupé","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000",1461,4.5,120,"1280",15.3,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 3 Coupé Dyn","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000",1461,4.5,120,"1280",15.3,"MT 6","2wd","cast iron","aluminium","R17",205,50
"Renault","Megane 3 Coupé Dyn","2.0L 140 hp hpT","M4R","140/6000","195/3750",1997,7.6,176,"1356",10.2,"hpT","2wd","aluminium","aluminium","R16",205,55
"Renault","Megane 3 Coupé Dyn","2.0L TCe 180 hp","F4RTK","180/5500","300/2250",1998,7.6,178,"1405",9.3,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Renault","Megane 3 Coupé Dyn","1.9L dCi 130 hp","F9Q","131/3750","300/1750",1870,5.1,134,"1385",16.6,"MT 6","2wd","cast iron","aluminium","R17",205,50
"Renault","Megane 2 (2003)","1.4L 100 hp","K7J","98/6000","127/3750",1390,6.7,,"1220/1240",10.0,"MT","2wd","cast iron","aluminium","R15",195,65
"Renault","Megane 2 (2003) Dyn","1.4L 100 hp","K7J","98/6000","127/3750",1390,6.7,,"1220/1240",10.0,"MT","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 2 (2003)","1.6L 110 hp","K4M","113/6000","152/4200",1598,6.8,,"1230/1250",10.0,"MT","2wd","cast iron","aluminium","R15",195,65
"Renault","Megane 2 (2003) Dyn","1.6L 110 hp","K4M","113/6000","152/4200",1598,6.8,,"1230/1250",10.0,"MT","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 2 (2003)","2.0L 130 hp","F4R","134/5500","191/3750",1998,8.0,,"1305/1325",9.8,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 2 (2003)","1.5L dCi 80 hp","K9KHP","82/4000","185/2000",1461,4.6,,"1250/1270",18.8,"MT","2wd","cast iron","aluminium","R15",195,65
"Renault","Megane 2 (2003) Dyn","1.5L dCi 80 hp","K9KHP","82/4000","185/2000",1461,4.6,,"1250/1270",18.8,"MT","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 2 (2003)","1.9L dCi 120 hp","F9Q","120/4000","270/2000",1870,5.4,,"1250/1270",18.3,"MT 6","2wd","cast iron","aluminium","R15",165,55
"Renault","Megane 2 (2003) Dyn","1.9L dCi 120 hp","F9Q","120/4000","270/2000",1870,5.4,,"1250/1270",18.3,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 2 (2006)","1.5L dCi 100 hp","K9KTHP","101/4000","200/1900",1461,4.5,,"1250/1270",18.8,"MT","2wd","cast iron","aluminium","R15",195,65
"Renault","Megane 2 (2006) Dyn","1.5L dCi 100 hp","K9KTHP","101/4000","200/1900",1461,4.5,,"1250/1270",18.8,"MT","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 2 Grand Tour","1.4L 100 hp","K7J","98/6000","127/3750",1390,7.0,,"1285",10.0,"MT","2wd","cast iron","aluminium","R15",195,65
"Renault","Megane 2 Grand Tour Dyn","1.4L 100 hp","K7J","98/6000","127/3750",1390,7.0,,"1285",10.0,"MT","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 2 Grand Tour","1.6L 110 hp","K4M","113/6000","152/4200",1598,6.9,,"1290",10.0,"MT","2wd","cast iron","aluminium","R15",195,65
"Renault","Megane 2 Grand Tour Proactiva","1.6L 110 hp AT","K4M","113/6000","152/4200",1598,6.9,,"1290",10.0,"AT 4","2wd","cast iron","aluminium","R15",195,65
"Renault","Megane 2 Grand Tour Dyn","1.6L 110 hp","K4M","113/6000","152/4200",1598,6.9,,"1290",10.0,"MT","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 2 Grand Tour Dyn Proactiva","1.6L 110 hp AT","K4M","113/6000","152/4000",1598,7.7,,"1335",10.0,"AT 4","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 2 Grand Tour","2.0L 130 hp","F4R","134/5500","191/3750",1998,8.0,,"1365",9.8,"MT 6","2wd","cast iron","aluminium","R16",195,65
"Renault","Megane 2 Grand Tour Proactiva","2.0L 130 hp AT","F4R","134/5500","191/3750",1998,8.4,,"1380",9.8,"AT 4","2wd","cast iron","aluminium","R16",195,65
"Renault","Megane 2 Grand Tour Dyn","2.0L 130 hp","F4R","134/5500","191/3750",1998,8.8,,"1365",9.8,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 2 Grand Tour Dyn Proactiva","2.0L 130 hp AT","F4R","134/5500","191/3750",1998,9.2,,"1380",9.8,"AT 4","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 2 Grand Tour","1.5L dCi 80 hp","K9KHP","82/4000","185/2000",1461,4.6,,"1310",18.8,"MT","2wd","cast iron","aluminium","R15",195,65
"Renault","Megane 2 Grand Tour Dyn","1.5L dCi 80 hp","K9KHP","82/4000","185/2000",1461,4.6,,"1310",18.8,"MT","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 2 Grand Tour","1.9L dCi 120 hp","F9Q","120/4000","270/2000",1870,5.4,,"1385",18.3,"MT 6","2wd","cast iron","aluminium","R15",195,65
"Renault","Megane 2 Grand Tour Dyn","1.9L dCi 120 hp","F9Q","120/4000","270/2000",1870,5.4,,"1385",18.3,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 2 (2006)","2.0L dCi 150 hp","M9RA","150/4000","340/2000",1995,5.4,144,"1390",15.7,"MT 6","2wd","cast iron","aluminium","R15",195,65
"Renault","Megane 2 (2006) Dyn","2.0L dCi 150 hp","M9RA","150/4000","340/2000",1995,5.4,144,"1390",15.7,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 2 RS","2.0L T 225 hp","F4RT","224/5500","300/3000",1998,8.8,,"1430/1450",9.0,"MT 6","2wd","cast iron","aluminium","R18",225,40
"Renault","Megane 2 R26.R","2.0L T 230 hp","F4RT","230/5500","310/3000",1998,8.5,199,"1305",9.0,"MT 6","2wd","cast iron","aluminium","R18",235,40
"Renault","Megane 2 CC","1.6L 110 hp","K4M","113/6000","152/4200",1598,6.9,,"1395",10.0,"MT","2wd","cast iron","aluminium","R15",195,65
"Renault","Megane 2 CC Dyn","1.6L 110 hp","K4M","113/6000","152/4200",1598,6.9,,"1395",10.0,"MT","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 2 CC Dyn","2.0L 130 hp","F4R","134/5500","191/3750",1998,8.2,,"1465",9.8,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Renault","Megane 2 CC","1.9L dCi 120 hp","F9Q","120/4000","300/2000",1870,5.5,,"1500",18.3,"MT 6","2wd","cast iron","aluminium","R15",195,65
"Renault","Megane 2 CC Dyn","1.9L dCi 120 hp","F9Q","120/4000","300/2000",1870,5.5,,"1500",18.3,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Megane 2 CC","2.0L T 160 hp","F4RT","163/5000","270/3250",1998,8.0,,"1490",9.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Renault","Scenic","1.6L 110 hp","K4M","110/6000","151/4250",1598,7.5,177,"1395",9.7,"MT 6","2wd","cast iron","aluminium","R15",205,60
"Renault","Scenic","1.5L dCi 85 hp","K9KHP","86/3750","200/1750",1461,4.9,130,"1460",17.6,"MT 6","2wd","cast iron","aluminium","R15",205,60
"Renault","Scenic","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000",1461,4.9,130,"1460",15.3,"MT 6","2wd","cast iron","aluminium","R15",205,60
"Renault","Scenic Dyn","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000",1461,4.9,130,"1460",15.3,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Scenic","1.4L Tce 130 hp","H4JT","131/5500","190/2250",1397,7.1,168,"1395",9.1,"MT 6","2wd","aluminium","aluminium","R16",205,60
"Renault","Scenic","2.0L 140 hp hpT","F4R","140/6000","195/3750",1997,7.7,183,"1503",10.2,"hpT","2wd","aluminium","aluminium","R16",205,60
"Renault","Scenic","1.9L dCi 130 hp","F9Q","131/3750","300/1750",1870,5.5,145,"1505",16.6,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Scenic","2.0L dCi 160 hp","M9RB","160/3750","380/2000",1995,6.6,173,"1595",15.5,"MT 6","2wd","cast iron","aluminium","R17",225,50
"Renault","Scenic","2.0L dCi 150 hp AT","M9RB","150/3750","360/2000",1995,7.0,184,"1615",15.5,"AT 6","2wd","cast iron","aluminium","R17",225,50
"Renault","Grand Scénic 5 pl.","1.6L 110 hp","K4M","110/6000","151/4250",1598,7.5,177,"1482",9.7,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic 7 pl.","1.6L 110 hp","K4M","110/6000","151/4250",1598,7.5,177,"1519",9.7,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic 5 pl.","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000",1461,5.1,134,"1526",15.3,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic 7 pl.","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000",1461,5.1,135,"1563",15.3,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic 7 pl. Dyn","1.4L TCe 130 hp","H4JT","131/5500","190/2250",1397,7.2,170,"1532",9.1,"MT 6","2wd","aluminium","aluminium","R16",205,60
"Renault","Grand Scénic 5 pl. Dyn","1.9L dCi 130 hp","F9Q","131/3750","300/1750",1870,5.5,145,"1568",16.6,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic 7 pl. Dyn","1.9L dCi 130 hp","F9Q","131/3750","300/1750",1870,5.6,149,"1605",16.6,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic 7 pl.","2.0L 140 hp hpT","F4R","140/6000","195/3750",1997,7.7,183,"1580",10.2,"hpT","2wd","aluminium","aluminium","R16",205,60
"Renault","Grand Scénic 7 pl.","2.0L dCi 160 hp","M9RB","160/3750","380/2000",1995,6.6,173,"1703",15.5,"MT 6","2wd","cast iron","aluminium","R17",225,50
"Renault","Grand Scénic 7 pl.","2.0L dCi 150 hp AT","M9RB","150/3750","360/2000",1995,7.0,184,"1722",15.5,"AT 6","2wd","cast iron","aluminium","R17",225,50
"Renault","Scénic (2006) 5 pl.","1.4L 100 hp","K7J","98/5700","127/3750",1390,7.2,173,"1390",10.0,"MT","2wd","cast iron","aluminium","R",195,65
"Renault","Scénic (2006) 5 pl.","1.6L 110 hp","K4M","112/6000","152/4200",1598,7.6,182,"1395",10.0,"MT","2wd","cast iron","aluminium","R",195,65
"Renault","Scénic (2006) 5 pl. Dyn","1.6L 110 hp","K4M","112/6000","152/4200",1598,7.6,182,"1395",10.0,"MT","2wd","cast iron","aluminium","R",205,55
"Renault","Scénic (2006) 5 pl.","1.6L 110 hp AT","K4M","112/6000","152/4200",1598,8.0,191,"1445",10.0,"AT 4","2wd","cast iron","aluminium","R",205,55
"Renault","Scénic (2006) 5 pl.","2.0L 135 hp","F4R","134/5500","191/3750",1998,8.0,192,"1475",9.8,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Scénic (2006) 5 pl.","2.0L T 165 hp","F4RT","163/5000","270/3250",1998,8.1,194,"1500",9.5,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Scénic (2006) 5 pl.","1.5L dCi 85 hp","K9KHP","86/4000","185/2000",1461,5.1,137,"1415",17.9,"MT","2wd","cast iron","aluminium","R15",195,65
"Renault","Scénic (2006) 5 pl.","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000-2500",1461,5.2,138,"1440",15.6,"MT 6","2wd","cast iron","aluminium","R15",195,65
"Renault","Scénic (2006) 5 pl. Dyn","1.5L dCi 85 hp","K9KHP","86/4000","185/2000",1461,5.1,137,"1415",17.9,"MT","2wd","cast iron","aluminium","R16",205,55
"Renault","Scénic (2006) 5 pl. Dyn","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000-2500",1461,5.2,138,"1440",15.6,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Renault","Scénic (2006) 5 pl.","1.9L dCi 130 hp","F9Q","131/4000","300/2000",1870,6.0,159,"1505",18.3,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Scénic (2006) 5 pl. Dyn","1.9L dCi 130 hp AT","F9Q","131/4000","300/2000",1870,7.1,188,"1505",18.3,"AT 4","2wd","cast iron","aluminium","R16",205,60
"Renault","Scénic (2006) 5 pl. Dyn","2.0L dCi 150 hp","M9RA","150/4000","340/2000",1995,5.8,154,"1540",15.7,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Scénic (2006) 5 pl. Dyn","2.0L dCi 150 hp AT","M9RA","150/4000","340/2000",1995,7.0,186,"1580",15.7,"AT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 5 pl.","1.6L 110 hp","K4M","112/6000","152/4200",1598,7.8,185,"1490",10.0,"MT","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 5 pl.","2.0L 135 hp","F4R","134/5500","191/3750",1998,8.2,193,"1555",9.8,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 5 pl.","2.0L T 165 hp","F4RT","163/5000","270/3250",1998,8.1,194,"1580",9.5,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 5 pl.","2.0L 135 hp AT","F4R","134/5500","191/3750",1998,8.6,205,"1575",9.8,"AT 4","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 5 pl.","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000-2500",1461,5.4,144,"1535",15.6,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 5 pl.","1.9L dCi 130 hp","F9Q","131/4000","300/2000",1870,6.0,159,"1575",18.3,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 5 pl.","1.9L dCi 130 hp AT","F9Q","131/4000","300/2000",1870,7.1,188,"1585",18.3,"AT 4","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 5 pl.","2.0L dCi 150 hp","M9RA","150/4000","340/2000",1995,5.8,154,"1605",15.7,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 5 pl.","2.0L dCi 150 hp AT","M9RA","150/4000","340/2000",1995,7.2,190,"1645",15.7,"AT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 7 pl.","1.6L 110 hp","K4M","112/6000","152/4200",1598,7.9,189,"1520",10.0,"MT","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 7 pl.","2.0L 135 hp","F4R","134/5500","191/3750",1998,8.2,193,"1585",9.8,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 7 pl.","2.0L T 165 hp","F4RT","163/5000","270/3250",1998,8.1,194,"1610",9.5,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 7 pl.","2.0L 135 hp AT","F4R","134/5500","191/3750",1998,8.6,205,"1605",9.8,"AT 4","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 7 pl.","1.5L dCi 105 hp","K9KTHP","106/4000","240/2000-2500",1461,5.4,144,"1565",15.6,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 7 pl.","1.9L dCi 130 hp","F9Q","131/4000","300/2000",1870,6.0,159,"1605",18.3,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 7 pl.","1.9L dCi 130 hp AT","F9Q","131/4000","300/2000",1870,7.1,188,"1615",18.3,"AT 4","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 7 pl.","2.0L dCi 150 hp","M9RA","150/4000","340/2000",1995,5.8,154,"1635",15.7,"MT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Grand Scénic (2006) 7 pl.","2.0L dCi 150 hp AT","M9RA","150/4000","340/2000",1995,7.2,190,"1705",15.7,"AT 6","2wd","cast iron","aluminium","R16",205,60
"Renault","Koleos","2.5L 170 hp 4x2",,"171/6000","226/4400",2488,9.6,227,"1639",9.6,"MT 6","2wd","aluminium","aluminium","R17",225,60
"Renault","Koleos","2.0L dCi 150 hp 4x2","M9RA","150/4000","320/2000",1995,6.8,179,"1724",15.7,"MT 6","2wd","cast iron","aluminium","R17",225,60
"Renault","Koleos","2.5L 170 hp 4x4",,"171/6000","226/4400",2488,9.6,227,"1697",9.6,"MT 6","4wd","aluminium","aluminium","R17",225,60
"Renault","Koleos","2.0L dCi 150 hp 4x4","M9RA","150/4000","320/2000",1995,7.3,191,"1730",15.7,"MT 6","4wd","cast iron","aluminium","R17",225,60
"Renault","Koleos","2.0L dCi 175 hp 4x4","M9RB","173/3750","360/2000",1995,7.5,197,"1730",15.7,"MT 6","4wd","cast iron","aluminium","R17",225,60
"Renault","Koleos","2.0L dCi 150 hp 4x4 AT","M9RA","150/4000","320/2000",1995,7.9,209,"1784",15.7,"AT 6","4wd","cast iron","aluminium","R17",225,60
"Renault","Vel Satis","2.0L T 170 hp","F4RT","170/5000","270/3250",1998,9.4,225,"1640",9.5,"MT 6","2wd","cast iron","aluminium","R17",225,55
"Renault","Vel Satis","2.0L T 170 hp AT","F4RT","170/5000","270/3250",1998,9.9,237,"1660",9.5,"AT 5","2wd","cast iron","aluminium","R17",255,55
"Renault","Vel Satis","3.5L V6 240 hp AT","V4Y","241/6000","330/3600",3498,11.5,275,"1720",10.3,"AT 5","2wd","aluminium","aluminium","R18",245,45
"Renault","Vel Satis","2.2L dCi 150 hp AT","G9T","150/4000","320/1750",2188,8.4,,"1690",18.0,"AT 5","2wd","cast iron","aluminium","R17",225,55
"Renault","Vel Satis","2.0L dCi 150 hp","M9RA","150/4000","340/2000",1995,7.3,194,"1665",16.0,"MT 6","2wd","cast iron","aluminium","R17",225,55
"Renault","Vel Satis","2.0L dCi 175 hp","M9RB","173/3750","360/1750",1995,7.3,194,"1665",16.0,"MT 6","2wd","cast iron","aluminium","R17",225,55
"Renault","Vel Satis","3.0L dCi V6 180 hp AT","P9X","181/4000","400/1800",2959,8.7,232,"1735",18.5,"AT 6","2wd","aluminium","aluminium","R17",225,55
"Renault","Espace","2.0L 136 hp","F4R","136/5500","191/3750",1998,9.4,223,"1740",9.8,"MT 6","2wd","cast iron","aluminium","R16",225,60
"Renault","Espace","2.0L T 170 hp","F4RT","170/5000","270/3250",1998,9.6,227,"1760",9.8,"MT 6","2wd","cast iron","aluminium","R16",225,60
