"Brand","Vehicle","Engine","Engine code","Displacement","Power","Power rpm","Torque","Torque rpm","Average fuel consumption (l/100 km)","CO2 (g/km)","Compression ratio","GearBox type","Traction type","Block material","Cylinder head","Jante","Largura","Ratio","Combustivel","Weight5p","Weight3p"
"Peugeot","308 CC Sport","2.0L HDi FAP 136 hp ","DW10",1997,136,"4000",320,2000,7.0,185,17.6,"AT 6","2wd","cast iron","aluminium",18,225,40,"gasoleo",1695,0
"Peugeot","207","1.4L 75 hp","TU3",1361,73,"5400",118,3300,6.3,150,10.5,"MT","2wd","aluminium","aluminium",15,185,65,"gasolina",1213,1223
"Peugeot","207","1.4L HDi 70 hp","DV4 TD",1399,68,"4000",160,2000,4.4,115,17.9,"MT","2wd","aluminium","aluminium",15,185,65,"gasoleo",1251,1261
"Peugeot","207","1.4L VTi 95 hp","EP3",1397,95,"6000",136,4000,5.9,140,11.0,"MT","2wd","aluminium","aluminium",15,185,65,"gasolina",1240,1253
"Peugeot","207","1.6L HDi 90 hp","DV6",1560,90,"4000",215,1750,4.4,117,18.0,"MT","2wd","aluminium","aluminium",15,185,65,"gasoleo",1272,1280
"Peugeot","207 Sport","1.6L VTi 120 hp","EP6",1598,120,"6000",160,4250,6.1,145,11.0,"MT","2wd","aluminium","aluminium",16,195,55,"gasolina",1275,1275
"Peugeot","207 Sport","1.6L HDi 90 hp","DV6",1560,90,"4000",215,1750,4.3,115,18.0,"MT","2wd","aluminium","aluminium",16,195,55,"gasoleo",1272,1280
"Peugeot","207","1.6L HDi FAP 110 hp","DV6",1560,109,"4000",240,1750,4.5,120,18.0,"MT","2wd","aluminium","aluminium",16,195,55,"gasoleo",1319,1328
"Peugeot","207 Sport","1.6L VTi 120 hp ","EP6",1598,120,"6000",160,4250,7.0,167,11.0,"AT 4","2wd","aluminium","aluminium",16,195,55,"gasolina",1321,0
"Peugeot","207 GT","1.6L HDi FAP 110 hp","DV6",1560,109,"4000",240,1750,4.5,120,18.0,"MT","2wd","aluminium","aluminium",17,205,45,"gasoleo",1319,1328
"Peugeot","207 GT","1.6L THP 150 hp","EP6T",1598,150,"5800",240,1400,7.0,164,10.5,"MT","2wd","aluminium","aluminium",17,205,45,"gasolina",1356,0
"Peugeot","207 RC","1.6L THP 175 hp","EP6T",1598,174,"6000",240,1600,7.2,171,10.5,"MT","2wd","aluminium","aluminium",17,205,45,"gasolina",1325,0
"Peugeot","207 CC","1.6L VTi 120 hp","EP6",1598,120,"6000",160,4250,6.5,155,11.0,"MT","2wd","aluminium","aluminium",16,195,55,"gasolina",1427,0
"Peugeot","207 CC","1.6L VTi 120 hp ","EP6",1598,120,"6000",160,4250,7.2,173,11.0,"AT 4","2wd","aluminium","aluminium",16,195,55,"gasolina",1466,0
"Peugeot","207 CC","1.6L HDi FAP 110 hp","DV6",1560,109,"4000",240,1750,5.2,130,18.0,"MT","2wd","aluminium","aluminium",16,195,55,"gasoleo",1488,0
"Peugeot","207 CC","1.6L THP 150 hp","EP6T",1598,150,"5800",240,1400,7.2,171,10.5,"MT","2wd","aluminium","aluminium",17,205,45,"gasolina",1493,0
"Peugeot","207 CC Sport","1.6L HDi FAP 110 hp","DV6",1560,109,"4000",240,1750,5.2,130,18.0,"MT","2wd","aluminium","aluminium",17,205,45,"gasoleo",1488,0
"Peugeot","207 SW","1.4L 75 hp","TU3",1361,73,"5400",118,3300,6.5,155,10.5,"MT","2wd","aluminium","aluminium",15,185,65,"gasolina",1271,0
"Peugeot","207 SW","1.4L VTi 95 hp","EP3",1397,95,"6000",136,4000,6.3,150,11.0,"MT","2wd","aluminium","aluminium",15,185,65,"gasolina",1290,0
"Peugeot","207 SW","1.6L HDi 90 hp","DV6",1560,90,"4000",215,1750,4.5,119,18.0,"MT","2wd","aluminium","aluminium",15,185,65,"gasoleo",1339,0
"Peugeot","207 SW","1.6L VTi 120 hp","EP6",1598,120,"6000",160,4250,6.3,150,11.0,"MT","2wd","aluminium","aluminium",16,195,55,"gasolina",1302,0
"Peugeot","207 SW Sport","1.6L HDi 90 hp","DV6",1560,90,"4000",215,1750,4.5,117,18.0,"MT","2wd","aluminium","aluminium",16,195,55,"gasoleo",1339,0
"Peugeot","207 SW Outdoor","1.6L VTi 120 hp","EP6",1598,120,"6000",160,4250,6.4,152,11.0,"MT","2wd","aluminium","aluminium",16,205,55,"gasolina",1329,0
"Peugeot","207 SW","1.6L HDi FAP 110 hp","DV6",1560,109,"4000",240,1750,4.5,120,18.0,"MT","2wd","aluminium","aluminium",16,195,55,"gasoleo",1350,0
"Peugeot","207 SW Outdoor","1.6L HDi 90 hp","DV6",1560,90,"4000",215,1750,4.7,125,18.0,"MT","2wd","aluminium","aluminium",16,205,55,"gasoleo",1373,0
"Peugeot","207 SW","1.6L VTi 120 hp ","EP6",1598,120,"6000",160,4250,7.0,165,11.0,"AT 4","2wd","aluminium","aluminium",16,195,55,"gasolina",1335,0
"Peugeot","207 SW Outdoor","1.6L HDi FAP 110 hp","DV6",1560,109,"4000",240,1750,5.0,130,18.0,"MT","2wd","aluminium","aluminium",16,205,55,"gasoleo",1387,0
"Nissan","Pixo","1.0L 70 hp",,997,68,"6000",90,3400,4.4,103,11.0,"MT","2wd","aluminium","aluminium",14,155,65,"gasolina",925,0
"Nissan","Pixo","1.0L 70 hp ",,997,68,"6000",90,3400,5.0,128,11.0,"AT 4","2wd","aluminium","aluminium",14,155,65,"gasolina",,0
"Nissan","Micra","1.2L 80 hp",,1240,80,"5200",110,3600,5.9,139,9.9,"MT","2wd","aluminium","aluminium",14,165,70,"gasolina",1021,1021
"Nissan","Micra","1.4L 88 hp",,1386,88,"5200",128,3200,6.3,150,9.9,"MT","2wd","aluminium","aluminium",15,175,60,"gasolina",1032,1032
"Nissan","Micra","1.5L dCi 86 hp",,1461,86,"3750",200,1900,4.6,120,18.8,"MT","2wd","cast iron","aluminium",14,165,70,"gasoleo",1136,0
"Nissan","Micra","1.2L 80 hp ",,1240,80,"5200",110,3600,6.6,159,9.9,"AT 4","2wd","aluminium","aluminium",15,175,60,"gasolina",1032,0
"Nissan","Micra 25 An.","1.5L dCi 86 hp",,1461,86,"3750",200,1900,4.6,120,18.8,"MT","2wd","cast iron","aluminium",15,175,60,"gasoleo",1136,0
"Nissan","Micra Tekna","1.4L 88 hp",,1386,88,"5200",128,3200,6.3,150,9.9,"MT","2wd","aluminium","aluminium",16,185,50,"gasolina",1032,0
"Nissan","Micra Tekna","1.4L 88 hp ",,1386,88,"5200",128,3200,6.8,163,9.9,"AT 4","2wd","aluminium","aluminium",16,185,50,"gasolina",1032,0
"Nissan","Micra Tekna","1.5L dCi 86 hp",,1461,86,"3750",200,1900,4.6,120,18.8,"MT","2wd","cast iron","aluminium",16,185,50,"gasoleo",1136,0
"Nissan","Micra C+C","1.4L 88 hp",,1386,88,"5200",128,3200,6.6,158,9.9,"MT","2wd","aluminium","aluminium",15,175,60,"gasolina",1210,0
"Nissan","Micra C+C","1.6L 110 hp",,1598,110,"6000",153,4400,6.7,160,10.7,"MT","2wd","aluminium","aluminium",16,185,50,"gasolina",1225,0
"Nissan","Note","1.4L 88 hp",,1386,88,"5200",128,3200,6.3,150,9.9,"MT","2wd","aluminium","aluminium",15,185,65,"gasolina",1167,0
"Nissan","Note","1.5L dCi 86 hp",,1461,86,"3750",200,1900,4.9,129,18.8,"MT","2wd","cast iron","aluminium",15,185,65,"gasoleo",1240,0
"Nissan","Note","1.6L 110 hp",,1598,110,"6000",153,4400,6.6,155,10.7,"MT","2wd","aluminium","aluminium",15,185,65,"gasolina",1182,0
"Nissan","Note Tekna","1.6L 110 hp",,1598,110,"6000",153,4400,6.6,156,10.7,"MT","2wd","aluminium","aluminium",16,185,55,"gasolina",1182,0
"Nissan","Note Tekna","1.6L 110 hp ",,1598,110,"6000",153,4400,6.8,159,10.7,"AT 4","2wd","aluminium","aluminium",16,185,55,"gasolina",1206,0
"Nissan","Note Tekna","1.5L dCi 86 hp",,1461,86,"3750",200,1900,4.9,129,18.8,"MT","2wd","cast iron","aluminium",16,185,55,"gasoleo",1240,0
"Nissan","Note","1.5L dCi 105 hp","K9KTHP",1461,103,"4000",240,2000,5.1,136,15.3,"MT 6","2wd","cast iron","aluminium",15,185,65,"gasoleo",1353,0
"Nissan","Note Tekna","1.5L dCi 105 hp","K9KTHP",1461,103,"4000",240,2000,5.1,136,15.3,"MT 6","2wd","cast iron","aluminium",16,185,55,"gasoleo",1353,0
"Nissan","Tiida","1.6L 110 hp",,1598,110,"6000",153,4400,6.9,165,10.7,"MT","2wd","aluminium","aluminium",15,195,65,"gasolina",1278,0
"Nissan","Tiida","1.8L 126 hp",,1798,126,"5200",173,4800,7.8,188,9.9,"MT 6","2wd","aluminium","aluminium",15,195,65,"gasolina",1307,0
"Nissan","Tiida","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,5.2,138,15.3,"MT 6","2wd","cast iron","aluminium",15,195,65,"gasoleo",1389,0
"Nissan","Tiida","1.6L 110 hp ",,1598,110,"6000",153,4400,7.4,178,10.7,"AT 4","2wd","aluminium","aluminium",15,195,65,"gasolina",1299,0
"Nissan","370Z","3.7L V6 330 hp",,3696,330,"7000",366,5200,10.5,249,11.0,"MT 6","Av/Ar","aluminium","aluminium",18,225,50,"gasolina",1571,0
"Nissan","370Z","3.7L V6 330 hp ",,3696,330,"7000",366,5200,10.4,247,11.0,"AT 7","Av/Ar","aluminium","aluminium",18,225,50,"gasolina",1583,0
"Nissan","GT-R","3.8L V6 490 hp ",,3799,486,"6400",588,3200,12.2,298,9.0,"AT 6","4wd","aluminium","aluminium",20,225,40,"gasolina",1815,0
"Nissan","GT-R Premium","3.8L V6 490 hp ",,3799,486,"6400",588,3200,12.2,298,9.0,"AT 6","4wd","aluminium","aluminium",20,225,40,"gasolina",1815,0
"Nissan","Qashqai","1.6L 115 hp",,1598,114,"6000",156,4400,6.7,159,10.7,"MT","2wd","aluminium","aluminium",16,215,65,"gasolina",1372,0
"Nissan","Qashqai Acenta","1.6L 115 hp",,1598,114,"6000",156,4400,6.7,159,10.7,"MT","2wd","aluminium","aluminium",17,215,60,"gasolina",1372,0
"Nissan","Qashqai Tekna Sp.","1.6L 115 hp",,1598,114,"6000",156,4400,6.7,159,10.7,"MT","2wd","aluminium","aluminium",18,215,55,"gasolina",1372,0
"Nissan","Qashqai","2.0L 140 hp",,1997,141,"6000",196,4800,8.1,192,10.2,"MT 6","2wd","aluminium","aluminium",16,215,65,"gasolina",1431,0
"Nissan","Qashqai Acenta","2.0L 140 hp",,1997,141,"6000",196,4800,8.1,192,10.2,"MT 6","2wd","aluminium","aluminium",17,215,60,"gasolina",1431,0
"Nissan","Qashqai Tekna Sp.","2.0L 140 hp",,1997,141,"6000",196,4800,8.1,192,10.2,"MT 6","2wd","aluminium","aluminium",18,215,55,"gasolina",1431,0
"Nissan","Qashqai","2.0L 140 hp ",,1997,141,"6000",196,4800,7.9,189,10.2,"hpT","2wd","aluminium","aluminium",16,215,65,"gasolina",1453,0
"Nissan","Qashqai Acenta","2.0L 140 hp ",,1997,141,"6000",196,4800,7.9,189,10.2,"hpT","2wd","aluminium","aluminium",17,215,60,"gasolina",1453,0
"Nissan","Qashqai Tekna Sp.","2.0L 140 hp ",,1997,141,"6000",196,4800,7.9,189,10.2,"hpT","2wd","aluminium","aluminium",18,215,55,"gasolina",1453,0
"Nissan","Qashqai","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,5.2,139,15.3,"MT 6","2wd","cast iron","aluminium",16,215,65,"gasoleo",1482,0
"Nissan","Qashqai Acenta","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,5.2,139,15.3,"MT 6","2wd","cast iron","aluminium",17,215,60,"gasoleo",1482,0
"Nissan","Qashqai Tekna Sp.","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,5.2,139,15.3,"MT 6","2wd","cast iron","aluminium",18,215,55,"gasoleo",1482,0
"Nissan","Qashqai","2.0L dCi 150 hp",,1995,150,"4000",340,2000,6.6,174,16.0,"MT 6","2wd","cast iron","aluminium",16,215,65,"gasoleo",1595,0
"Nissan","Qashqai Acenta","2.0L dCi 150 hp",,1995,150,"4000",340,2000,6.6,174,16.0,"MT 6","2wd","cast iron","aluminium",17,215,60,"gasoleo",1595,0
"Nissan","Qashqai Tekna Sp.","2.0L dCi 150 hp",,1995,150,"4000",340,2000,6.6,174,16.0,"MT 6","2wd","cast iron","aluminium",18,215,55,"gasoleo",1595,0
"Nissan","Qashqai Acenta","2.0L 140 hp ",,1997,141,"6000",196,4800,8.4,199,10.2,"MT 6","4wd","aluminium","aluminium",17,215,60,"gasolina",1490,0
"Nissan","Qashqai Tekna Sp.","2.0L 140 hp ",,1997,141,"6000",196,4800,8.4,199,10.2,"MT 6","4wd","aluminium","aluminium",18,215,55,"gasolina",1490,0
"Nissan","Qashqai Acenta","2.0L 140 hp",,1997,141,"6000",196,4800,8.3,198,10.2,"hpT","4wd","aluminium","aluminium",17,215,60,"gasolina",1529,0
"Nissan","Qashqai Tekna Sp.","2.0L 140 hp",,1997,141,"6000",196,4800,8.3,198,10.2,"hpT","4wd","aluminium","aluminium",18,215,55,"gasolina",1529,0
"Nissan","Qashqai","2.0L dCi 150 hp ",,1995,150,"4000",340,2000,6.9,184,16.0,"MT 6","4wd","cast iron","aluminium",16,215,65,"gasoleo",1657,0
"Nissan","Qashqai Acenta","2.0L dCi 150 hp ",,1995,150,"4000",340,2000,6.9,184,16.0,"MT 6","4wd","cast iron","aluminium",17,215,60,"gasoleo",1657,0
"Nissan","Qashqai Tekna Sp.","2.0L dCi 150 hp ",,1995,150,"4000",340,2000,6.9,184,16.0,"MT 6","4wd","cast iron","aluminium",18,215,55,"gasoleo",1657,0
"Nissan","Qashqai","2.0L dCi 150 hp",,1995,150,"4000",340,2000,7.8,208,16.0,"AT 6","4wd","cast iron","aluminium",16,215,65,"gasoleo",1689,0
"Nissan","Qashqai Acenta","2.0L dCi 150 hp",,1995,150,"4000",340,2000,7.8,208,16.0,"AT 6","4wd","cast iron","aluminium",17,215,60,"gasoleo",1689,0
"Nissan","Qashqai Tekna Sp.","2.0L dCi 150 hp",,1995,150,"4000",340,2000,7.8,208,16.0,"AT 6","4wd","cast iron","aluminium",18,215,55,"gasoleo",1689,0
"Nissan","Qashqai +2","1.6L 115 hp",,1598,114,"6000",156,4400,7.0,165,10.7,"MT","2wd","aluminium","aluminium",16,215,65,"gasolina",1604,0
"Nissan","Qashqai +2 Acenta","1.6L 115 hp",,1598,114,"6000",156,4400,7.0,165,10.7,"MT","2wd","aluminium","aluminium",17,215,60,"gasolina",1604,0
"Nissan","Qashqai +2 Tekna Sp.","1.6L 115 hp",,1598,114,"6000",156,4400,7.0,165,10.7,"MT","2wd","aluminium","aluminium",18,215,55,"gasolina",1604,0
"Nissan","Qashqai +2","2.0L 140 hp",,1997,141,"6000",196,4800,8.4,197,10.2,"MT 6","2wd","aluminium","aluminium",16,215,65,"gasolina",1551,0
"Nissan","Qashqai +2 Acenta","2.0L 140 hp",,1997,141,"6000",196,4800,8.4,197,10.2,"MT 6","2wd","aluminium","aluminium",17,215,60,"gasolina",1551,0
"Nissan","Qashqai +2 Tekna Sp.","2.0L 140 hp",,1997,141,"6000",196,4800,8.4,197,10.2,"MT 6","2wd","aluminium","aluminium",18,215,55,"gasolina",1551,0
"Nissan","Qashqai +2","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,5.7,149,15.3,"MT 6","2wd","cast iron","aluminium",16,215,65,"gasoleo",1586,0
"Nissan","Qashqai +2 Acenta","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,5.7,149,15.3,"MT 6","2wd","cast iron","aluminium",17,215,60,"gasoleo",1586,0
"Nissan","Qashqai +2 Tekna Sp.","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,5.7,149,15.3,"MT 6","2wd","cast iron","aluminium",18,215,55,"gasoleo",1586,0
"Nissan","Qashqai +2","2.0L dCi 150 hp",,1995,150,"4000",340,2000,6.7,177,15.6,"MT 6","2wd","cast iron","aluminium",16,215,65,"gasoleo",1706,0
"Nissan","Qashqai +2 Acenta","2.0L dCi 150 hp",,1995,150,"4000",340,2000,6.7,177,15.6,"MT 6","2wd","cast iron","aluminium",17,215,60,"gasoleo",1706,0
"Nissan","Qashqai +2 Tekna Sp.","2.0L dCi 150 hp",,1995,150,"4000",340,2000,6.7,177,15.6,"MT 6","2wd","cast iron","aluminium",18,215,55,"gasoleo",1706,0
"Nissan","Qashqai +2 Acenta","2.0L 140 hp ",,1997,141,"6000",196,4800,8.6,205,10.2,"MT 6","4wd","aluminium","aluminium",17,215,60,"gasolina",1604,0
"Nissan","Qashqai +2 Tekna Sp.","2.0L 140 hp ",,1997,141,"6000",196,4800,8.6,205,10.2,"MT 6","4wd","aluminium","aluminium",18,215,55,"gasolina",1604,0
"Nissan","Qashqai +2 Acenta","2.0L 140 hp",,1997,141,"6000",196,4800,8.5,199,10.2,"hpT","4wd","aluminium","aluminium",17,215,60,"gasolina",1604,0
"Nissan","Qashqai +2 Tekna Sp.","2.0L 140 hp",,1997,141,"6000",196,4800,8.5,199,10.2,"hpT","4wd","aluminium","aluminium",18,215,55,"gasolina",1604,0
"Nissan","Qashqai +2","2.0L dCi 150 hp ",,1995,150,"4000",340,2000,7.0,188,15.6,"MT 6","4wd","cast iron","aluminium",16,215,65,"gasoleo",1771,0
"Nissan","Qashqai +2 Acenta","2.0L dCi 150 hp ",,1995,150,"4000",340,2000,7.0,188,15.6,"MT 6","4wd","cast iron","aluminium",17,215,60,"gasoleo",1771,0
"Nissan","Qashqai +2 Tekna Sp.","2.0L dCi 150 hp ",,1995,150,"4000",340,2000,7.0,188,15.6,"MT 6","4wd","cast iron","aluminium",18,215,55,"gasoleo",1771,0
"Nissan","Qashqai +2","2.0L dCi 150 hp",,1995,150,"4000",340,2000,7.9,209,15.6,"AT 6","4wd","cast iron","aluminium",16,215,65,"gasoleo",1807,0
"Nissan","Qashqai +2 Acenta","2.0L dCi 150 hp",,1995,150,"4000",340,2000,7.9,209,15.6,"AT 6","4wd","cast iron","aluminium",17,215,60,"gasoleo",1807,0
"Nissan","Qashqai +2 Tekna Sp.","2.0L dCi 150 hp",,1995,150,"4000",340,2000,7.9,209,15.6,"AT 6","4wd","cast iron","aluminium",18,215,55,"gasoleo",1807,0
"Nissan","X-Trail XE","2.0L 141 hp",,1997,141,"6000",196,4800,8.7,208,10.2,"MT 6","4wd","aluminium","aluminium",16,215,65,"gasolina",1557,0
"Nissan","X-Trail SE","2.0L 141 hp",,1997,141,"6000",196,4800,8.7,208,10.2,"MT 6","4wd","aluminium","aluminium",17,215,46,"gasolina",1557,0
"Nissan","X-Trail XE","2.0L dCi 150 hp",,1998,150,"4000",320,2000,7.1,190,15.6,"MT 6","4wd","cast iron","aluminium",16,215,65,"gasoleo",1700,0
"Nissan","X-Trail SE","2.0L dCi 150 hp",,1998,150,"4000",320,2000,7.1,190,15.6,"MT 6","4wd","cast iron","aluminium",17,215,60,"gasoleo",1700,0
"Nissan","X-Trail Plat.","2.0L dCi 150 hp",,1998,150,"4000",320,2000,7.1,190,15.6,"MT 6","4wd","cast iron","aluminium",18,215,55,"gasoleo",1700,0
"Nissan","X-Trail SE","2.0L dCi 150 hp ",,1995,150,"4000",320,2000,8.1,216,15.6,"AT 6","4wd","cast iron","aluminium",17,215,60,"gasoleo",1712,0
"Nissan","X-Trail Plat.","2.0L dCi 150 hp ",,1995,150,"4000",320,2000,8.1,216,15.6,"AT 6","4wd","cast iron","aluminium",18,215,55,"gasoleo",1712,0
"Nissan","Pathfinder 5 pl.","2.5L dCi 171 hp",,2488,171,"4000",403,2000,9.8,264,16.5,"MT 6 with reductor (2.6)","4wd","cast iron","aluminium",17,255,65,"gasoleo",,0
"Nissan","Pathfinder 7 pl.","2.5L dCi 171 hp",,2488,171,"4000",403,2000,9.8,264,16.5,"MT 6 with reductor (2.6)","4wd","cast iron","aluminium",17,255,65,"gasoleo",,0
"Nissan","Pathfinder 7 pl.","2.5L dCi 171 hp ",,2488,171,"4000",403,2000,10.2,276,16.5,"AT 5 with reductor (2.6)","4wd","cast iron","aluminium",17,255,65,"gasoleo",,0
"Nissan","Murano","3.5L V6 S- 256 hp",,3498,256,"6000",334,4400,10.9,261,10.3,"hpT","4wd","aluminium","aluminium",18,225,65,"gasolina",,0
"Nissan","Murano (2005)","3.5L V6 234 hp ",,3498,234,"6000",318,3600,12.3,295,10.3,"hpT","4wd","aluminium","aluminium",18,225,65,"gasolina",1945,0
"Dacia","Sandero","1.4L 75 hp",,1390,75,"5500",112,3000,7.0,165,9.5,"MT","2wd","cast iron","aluminium",15,185,65,"gasolina",1050,0
"Dacia","Sandero","1.2L 75 hp",,1149,75,"5500",108,4250,5.9,139,9.8,"MT","2wd","cast iron","aluminium",15,185,65,"gasolina",1050,0
"Dacia","Sandero","1.6L 90 hp",,1598,87,"5500",128,3000,7.2,170,9.5,"MT","2wd","cast iron","aluminium",15,185,65,"gasolina",1055,0
"Dacia","Sandero","1.5L dCi 70 hp",,1461,68,"4000",160,1700,4.5,120,17.6,"MT","2wd","cast iron","aluminium",15,185,65,"gasoleo",1165,0
"Dacia","Sandero","1.5L dCi 85 hp",,1461,86,"3750",200,1900,4.6,120,17.6,"MT","2wd","cast iron","aluminium",15,185,65,"gasoleo",1165,0
"Dacia","Logan (2005 & 2007)","1.4L 75 hp",,1390,75,"5500",112,3000,6.9,166,9.5,"MT","2wd","cast iron","aluminium",15,185,65,"gasolina",1050,0
"Dacia","Logan (2005 & 2007)","1.6L 90 hp",,1598,87,"5500",128,3000,7.3,175,9.5,"MT","2wd","cast iron","aluminium",15,185,65,"gasolina",1055,0
"Dacia","Logan (2007)","1.6L 105 hp",,1598,105,"5750",148,3750,7.1,170,9.8,"MT","2wd","cast iron","aluminium",15,185,65,"gasolina",1190,0
"Dacia","Logan (2007)","1.5L dCi 70 hp",,1461,68,"4000",160,1700,4.7,125,17.9,"MT","2wd","cast iron","aluminium",15,185,65,"gasoleo",1140,0
"Dacia","Logan Break (2007)","1.4L 75 hp",,1390,75,"5500",112,3000,7.6,179,9.5,"MT","2wd","cast iron","aluminium",15,185,65,"gasolina",1240,0
"Dacia","Logan Break (2007)","1.6L 90 hp",,1598,87,"5500",128,3000,7.6,180,9.5,"MT","2wd","cast iron","aluminium",15,185,65,"gasolina",1240,0
"Dacia","Logan Break (2007) 7 pl.","1.6L 90 hp",,1598,87,"5500",128,3000,7.8,185,9.5,"MT","2wd","cast iron","aluminium",15,185,65,"gasolina",1270,0
"Dacia","Logan Break (2007)","1.5L dCi 70 hp",,1461,68,"4000",160,1700,5.3,140,17.9,"MT","2wd","cast iron","aluminium",15,185,65,"gasoleo",1280,0
"Dacia","Logan Break (2007) 7 pl.","1.5L dCi 70 hp",,1461,68,"4000",160,1700,5.3,140,17.9,"MT","2wd","cast iron","aluminium",15,185,65,"gasoleo",1320,0
"Dacia","Logan Break (2007)","1.6L 105 hp",,1598,105,"5750",148,3750,7.5,178,9.8,"MT","2wd","cast iron","aluminium",15,185,65,"gasolina",1270,0
"Dacia","Logan Break (2007) 7 pl.","1.6L 105 hp",,1598,105,"5750",148,3750,7.5,178,9.8,"MT","2wd","cast iron","aluminium",15,185,65,"gasolina",1300,0
"Dacia","Logan Break (2007)","1.5L dCi 85 hp",,1461,86,"3750",200,1900,5.2,137,17.6,"MT","2wd","cast iron","aluminium",15,185,65,"gasoleo",1280,0
"Dacia","Logan Break (2007) 7 pl.","1.5L dCi 85 hp",,1461,86,"3750",200,1900,5.2,137,17.6,"MT","2wd","cast iron","aluminium",15,185,65,"gasoleo",1330,0
"Citroen","C1","1.0L 68 hp",,998,68,"6000",93,3600,4.5,106,10.5,"MT","2wd","aluminium","aluminium",14,155,65,"gasolina",865,875
"Citroen","C1 sensodrive","1.0L 68 hp ",,998,68,"6000",93,3600,4.6,107,10.5,"AMT 5","2wd","aluminium","aluminium",14,155,65,"gasolina",900,910
"Citroen","C1","1.4L HDi 55 hp",,1399,54,"4000",130,1750,4.1,109,17.9,"MT","2wd","aluminium","aluminium",14,155,65,"gasoleo",955,965
"Citroen","Xsara Picasso","1.6L HDi FAP 110 hp",,1560,109,"4000",240,1750,5.1,136,18.0,"MT","2wd","aluminium","aluminium",15,185,65,"gasoleo",1398,0
"Citroen","Xsara Picasso Satisf.","1.6L HDi FAP 110 hp",,1560,109,"4000",240,1750,4.9,,18.0,"MT","2wd","aluminium","aluminium",15,185,65,"gasoleo",1313,0
"Citroen","Xsara Picasso Excl.","1.6L HDi FAP 110 hp",,1560,109,"4000",240,1750,5.1,136,18.0,"MT","2wd","aluminium","aluminium",15,185,65,"gasoleo",1468,0
"Citroen","C2 (2006/2008)","1.1L 60 hp",,1124,60,"5500",94,3200,5.8,138,10.5,"MT","2wd","aluminium","aluminium",14,175,65,"gasolina",1031,0
"Citroen","C2 (2006/2008)","1.4L 73 hp",,1361,73,"5400",118,3300,6.0,143,10.5,"MT","2wd","aluminium","aluminium",14,175,65,"gasolina",1065,0
"Citroen","C2 VTR (2006)","1.4L 73 hp",,1361,73,"5400",118,3300,6.0,143,10.5,"MT","2wd","aluminium","aluminium",15,185,55,"gasolina",1065,0
"Citroen","C2 SensoDrive (2006)","1.4L 73 hp",,1361,73,"5400",118,3300,5.8,138,10.5,"AMT 5","2wd","aluminium","aluminium",15,185,55,"gasolina",1070,0
"Citroen","C2 Stop&Start (2006)","1.4L 90 hp",,1361,88,"5250",133,3250,5.6,133,10.2,"AT 5","2wd","aluminium","aluminium",15,185,55,"gasolina",1088,0
"Citroen","C2 Sensodrive (2006)","1.6L 110 hp",,1587,109,"5750",147,4000,6.3,151,11.0,"AMT 5","2wd","cast iron","aluminium",16,195,45,"gasolina",1146,0
"Citroen","C2 VTS (2006/2008)","1.6L 120 hp",,1587,122,"6500",143,3750,6.9,163,,"MT","2wd","cast iron","aluminium",16,195,45,"gasolina",1159,0
"Citroen","C2 (2006/2008)","1.4L HDi 70 hp",,1399,68,"4000",150,1750,4.3,113,17.9,"MT","2wd","aluminium","aluminium",14,175,65,"gasoleo",1078,0
"Citroen","C2 VTR (2006)","1.4L HDi 70 hp",,1399,68,"4000",150,1750,4.3,113,17.9,"MT","2wd","aluminium","aluminium",15,185,55,"gasoleo",1078,0
"Citroen","C2 VTR Sensodrive (2006)","1.4L HDi 70 hp",,1399,68,"4000",150,1750,4.2,111,17.9,"AMT 5","2wd","aluminium","aluminium",15,185,55,"gasoleo",1116,0
"Citroen","C2 VTR (2008)","1.4L 73 hp",,1361,73,"5400",118,3300,6.0,143,10.5,"MT","2wd","aluminium","aluminium",15,185,55,"gasolina",1065,0
"Citroen","C2 VTS (2008)","1.6L HDi FAP 110 hp",,1560,109,"4000",240,1750,4.4,119,18.0,"MT","2wd","aluminium","aluminium",16,195,45,"gasoleo",1197,0
"Citroen","C3 Picasso","1.4L VTi 95 hp",,1397,95,"6000",136,4000,6.9,159,11.0,"MT","2wd","aluminium","aluminium",15,195,60,"gasolina",1334,0
"Citroen","C3 Picasso","1.6L HDi 90 hp",,1560,90,"4000",215,1750,4.8,128,17.6,"MT","2wd","aluminium","aluminium",15,195,60,"gasoleo",1364,0
"Citroen","C3 Picasso","1.6L VTi 120 hp",,1598,120,"6000",160,4250,6.9,159,11.0,"MT","2wd","aluminium","aluminium",16,195,55,"gasolina",1365,0
"Citroen","C3 Picasso Excl.","1.4L VTi 95 hp",,1397,95,"6000",136,4000,6.8,157,11.0,"MT","2wd","aluminium","aluminium",16,195,55,"gasolina",1334,0
