"Brand","Vehicle","Engine","Engine code","Displacement","Power","Power rpm","Torque","Torque rpm","Average fuel consumption (l/100 km)","CO2 (g/km)","Compression ratio","GearBox type","Traction type","Block material","Cylinder head","Jante","Largura","Ratio","Combustivel","Weight5p","Weight3p"
"Renault","Twingo","1.2L 60 hp","D7F",1149,58,"5250",93,2500,5.6,130,9.6,"MT","2wd","cast iron","aluminium",14,165,65,"gasolina",1000,0
"Renault","Twingo","1.2L 75 hp","D4F",1149,75,"5500",108,4250,5.1,120,9.8,"MT","2wd","cast iron","aluminium",14,165,65,"gasolina",1025,0
"Renault","Twingo","1.5L dCi 65 hp","K9KBP",1461,65,"3750",160,1900,4.3,113,17.9,"MT","2wd","cast iron","aluminium",14,165,65,"gasoleo",1055,0
"Renault","Twingo","1.2L 75 hp ","D4F",1149,75,"5500",108,4250,5.6,132,9.8,"AT 5","2wd","cast iron","aluminium",14,165,65,"gasolina",1030,0
"Renault","Twingo","1.5L dCi 85 hp","K9KHP",1461,84,"3750",200,1750,4.0,104,17.9,"MT","2wd","cast iron","aluminium",14,165,65,"gasoleo",1055,0
"Renault","Twingo","1.2L TCe 100 hp","D4FT",1149,104,"5500",145,3000,5.9,138,9.5,"MT","2wd","cast iron","aluminium",15,185,65,"gasolina",1055,0
"Renault","Twingo","1.6L 130 hp","K4MRS",1598,133,"6750",160,4400,7.0,165,11.0,"MT","2wd","cast iron","aluminium",16,195,45,"gasolina",1124,0
"Renault","Clio Campus 3p Exp","1.5L dCi 65 hp","K9KBP",1461,65,"4000",160,2000,4.3,,18.8,"MT","2wd","cast iron","aluminium",14,175,65,"gasoleo",960,0
"Renault","Clio Campus 3p Dyn","1.5L dCi 65 hp","K9KBP",1461,65,"4000",160,2000,4.3,,18.8,"MT","2wd","cast iron","aluminium",15,185,55,"gasoleo",960,0
"Renault","Clio Campus 5p Exp","1.5L dCi 65 hp","K9KBP",1461,65,"4000",160,2000,4.3,,18.8,"MT","2wd","cast iron","aluminium",14,175,65,"gasoleo",980,0
"Renault","Clio Campus 5p Dyn","1.5L dCi 65 hp","K9KBP",1461,65,"4000",160,2000,4.3,,18.8,"MT","2wd","cast iron","aluminium",15,185,55,"gasoleo",980,0
"Renault","Clio","1.2L 75 hp","D4F",1149,75,"5500",105,4250,5.9,139,9.8,"MT","2wd","cast iron","aluminium",15,165,65,"gasolina",1155,1165
"Renault","Clio","1.5L dCi 70 hp","K9KBP",1461,68,"4000",160,1700,4.5,120,17.9,"MT","2wd","cast iron","aluminium",15,185,60,"gasoleo",1230,1240
"Renault","Clio","1.2L TCe 100 hp","D4FT",1149,101,"5500",145,3000,5.8,137,9.5,"MT","2wd","cast iron","aluminium",15,185,60,"gasolina",1165,1175
"Renault","Clio","1.5L dCi 85 hp","K9KHP",1461,86,"3750",200,1900,4.4,117,17.9,"MT","2wd","cast iron","aluminium",15,185,60,"gasoleo",1240,1250
"Renault","Clio Exc","1.2L TCe 100 hp","D4FT",1149,101,"5500",145,3000,5.8,137,9.5,"MT","2wd","cast iron","aluminium",16,195,50,"gasolina",1165,1175
"Renault","Clio Exc","1.5L dCi 85 hp","K9KHP",1461,86,"3750",200,1900,4.4,117,17.9,"MT","2wd","cast iron","aluminium",16,195,50,"gasoleo",1240,1250
"Renault","Clio Exc","1.6L 110 hp ","K4M",1598,112,"6000",151,4250,7.5,179,9.8,"AT 4","2wd","cast iron","aluminium",16,195,50,"gasolina",1255,1265
"Renault","Clio  Exc","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,4.3,123,15.6,"MT 6","2wd","cast iron","aluminium",16,195,50,"gasoleo",1275,1285
"Renault","Clio GT 3p.","1.6L 130 hp","K4MRS",1598,128,"6750",155,4250,6.9,160,,"MT 6","2wd","cast iron","aluminium",16,195,50,"gasolina",1215,0
"Renault","Clio RS 3p.","2.0L 200 hp","F4R",1998,201,"7100",215,5400,8.3,195,,"MT 6","2wd","cast iron","aluminium",17,215,45,"gasolina",1279,0
"Renault","Clio Grand Tour","1.2L 75 hp","D4F",1149,75,"5500",105,4250,5.9,139,9.8,"MT","2wd","cast iron","aluminium",15,165,65,"gasolina",1185,0
"Renault","Clio Grand Tour","1.5L dCi 70 hp","K9KBP",1461,68,"4000",160,1700,4.5,120,17.9,"MT","2wd","cast iron","aluminium",15,185,60,"gasoleo",1260,0
"Renault","Clio Grand Tour","1.2L TCe 100 hp","D4FT",1149,101,"5500",145,3000,5.8,137,9.5,"MT","2wd","cast iron","aluminium",15,185,60,"gasolina",1195,0
"Renault","Clio Grand Tour","1.5L dCi 85 hp","K9KHP",1461,86,"3750",200,1900,4.4,117,17.9,"MT","2wd","cast iron","aluminium",15,185,60,"gasoleo",1270,0
"Renault","Clio Grand Tour Exc","1.2L TCe 100 hp","D4FT",1149,101,"5500",145,3000,5.8,137,9.5,"MT","2wd","cast iron","aluminium",16,195,50,"gasolina",1195,0
"Renault","Clio Grand Tour Exc","1.5L dCi 85 hp","K9KHP",1461,86,"3750",200,1900,4.4,117,17.9,"MT","2wd","cast iron","aluminium",16,195,50,"gasoleo",1270,0
"Renault","Clio Grand Tour Exc","1.6L 110 hp ","K4M",1598,112,"6000",151,4250,7.5,179,9.8,"AT 4","2wd","cast iron","aluminium",16,195,50,"gasolina",1285,0
"Renault","Clio Grand Tour Exc","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,4.3,123,15.6,"MT 6","2wd","cast iron","aluminium",16,195,50,"gasoleo",1310,0
"Renault","Kangoo Bebop","1.6L 105 hp","K4M",1598,106,"5750",148,3750,7.7,186,10.0,"MT","2wd","cast iron","aluminium",16,205,60,"gasolina",1435,0
"Renault","Kangoo Bebop","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,5.4,142,15.3,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1468,0
"Renault","Modus","1.2L 75 hp","D4F",1149,75,"5500",105,4250,5.9,140,9.8,"MT","2wd","cast iron","aluminium",15,165,65,"gasolina",1225,0
"Renault","Modus","1.5L dCi 65 hp","K9KBP",1461,65,"4000",160,1700,4.7,119,17.9,"MT","2wd","cast iron","aluminium",15,185,60,"gasoleo",1255,0
"Renault","Modus","1.2L TCe 100 hp","D4FT",1149,101,"5500",145,3000,5.9,140,9.8,"MT","2wd","cast iron","aluminium",15,185,60,"gasolina",1235,0
"Renault","Modus","1.5L dCi 85 hp","K9KHP",1461,86,"3750",200,1900,4.5,119,17.9,"MT","2wd","cast iron","aluminium",15,185,60,"gasoleo",1290,0
"Renault","Modus Exc","1.2L TCe 100 hp","D4FT",1149,101,"5500",145,3000,5.9,140,9.8,"MT","2wd","cast iron","aluminium",16,185,55,"gasolina",1235,0
"Renault","Modus Exc","1.5L dCi 85 hp","K9KHP",1461,86,"3750",200,1900,4.5,119,17.9,"MT","2wd","cast iron","aluminium",16,185,55,"gasoleo",1290,0
"Renault","Modus Exc","1.6L 110 hp ","K4M",1598,112,"6000",151,4250,7.6,179,10.0,"AT 4","2wd","cast iron","aluminium",16,185,55,"gasolina",1310,0
"Renault","Modus","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,4.7,124,15.6,"MT 6","2wd","cast iron","aluminium",15,185,60,"gasoleo",1305,0
"Renault","Modus Exc","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,4.7,124,15.6,"MT 6","2wd","cast iron","aluminium",16,185,55,"gasoleo",1305,0
"Renault","Megane 3 Berline","1.6L 100 hp","K4M",1598,101,"5500",148,4250,6.7,159,9.8,"MT","2wd","cast iron","aluminium",15,195,65,"gasolina",1280,0
"Renault","Megane 3 Berline","1.5L dCi 85 hp","K9KHP",1461,86,"3750",200,1750,4.5,118,17.6,"MT","2wd","cast iron","aluminium",15,195,65,"gasoleo",1290,0
"Renault","Megane 3 Berline","1.6L 110 hp","K4M",1598,110,"6000",151,4250,6.9,163,9.7,"MT 6","2wd","cast iron","aluminium",15,195,65,"gasolina",1290,0
"Renault","Megane 3 Berline Dyn","1.6L 110 hp","K4M",1598,110,"6000",151,4250,6.9,163,9.7,"MT 6","2wd","cast iron","aluminium",16,205,55,"gasolina",1290,0
"Renault","Megane 3 Berline","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,4.5,120,15.3,"MT 6","2wd","cast iron","aluminium",15,195,65,"gasoleo",1290,0
"Renault","Megane 3 Berline Dyn","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,4.5,120,15.3,"MT 6","2wd","cast iron","aluminium",16,205,55,"gasoleo",1290,0
"Renault","Megane 3 Berline Dyn","2.0L 140 hp ","M4R",1997,140,"6000",195,3750,7.6,176,10.2,"hpT","2wd","aluminium","aluminium",16,205,55,"gasolina",1356,0
"Renault","Megane 3 Berline Dyn","2.0L TCe 180 hp","F4RTK",1998,180,"5500",300,2250,7.6,178,9.3,"MT 6","2wd","cast iron","aluminium",17,205,45,"gasolina",1405,0
"Renault","Megane 3 Berline Dyn","1.9L dCi 130 hp","F9Q",1870,131,"3750",300,1750,5.1,134,16.6,"MT 6","2wd","cast iron","aluminium",16,205,55,"gasoleo",1385,0
"Renault","Megane 3 Coupé","1.6L 110 hp","K4M",1598,110,"6000",151,4250,6.9,163,9.7,"MT 6","2wd","cast iron","aluminium",16,205,55,"gasolina",1290,0
"Renault","Megane 3 Coupé","1.5L dCi 85 hp","K9KHP",1461,86,"3750",200,1750,4.5,118,17.6,"MT","2wd","cast iron","aluminium",16,205,55,"gasoleo",1280,0
"Renault","Megane 3 Coupé Dyn","1.6L 110 hp","K4M",1598,110,"6000",151,4250,6.9,163,9.7,"MT 6","2wd","cast iron","aluminium",17,205,50,"gasolina",1290,0
"Renault","Megane 3 Coupé","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,4.5,120,15.3,"MT 6","2wd","cast iron","aluminium",16,205,55,"gasoleo",1280,0
"Renault","Megane 3 Coupé Dyn","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,4.5,120,15.3,"MT 6","2wd","cast iron","aluminium",17,205,50,"gasoleo",1280,0
"Renault","Megane 3 Coupé Dyn","2.0L 140 hp ","M4R",1997,140,"6000",195,3750,7.6,176,10.2,"hpT","2wd","aluminium","aluminium",16,205,55,"gasolina",1356,0
"Renault","Megane 3 Coupé Dyn","2.0L TCe 180 hp","F4RTK",1998,180,"5500",300,2250,7.6,178,9.3,"MT 6","2wd","cast iron","aluminium",17,225,45,"gasolina",1405,0
"Renault","Megane 3 Coupé Dyn","1.9L dCi 130 hp","F9Q",1870,131,"3750",300,1750,5.1,134,16.6,"MT 6","2wd","cast iron","aluminium",17,205,50,"gasoleo",1385,0
"Renault","Megane 2 (2003)","1.4L 100 hp","K7J",1390,98,"6000",127,3750,6.7,,10.0,"MT","2wd","cast iron","aluminium",15,195,65,"gasolina",1220,1240
"Renault","Megane 2 (2003) Dyn","1.4L 100 hp","K7J",1390,98,"6000",127,3750,6.7,,10.0,"MT","2wd","cast iron","aluminium",16,205,55,"gasolina",1220,1240
"Renault","Megane 2 (2003)","1.6L 110 hp","K4M",1598,113,"6000",152,4200,6.8,,10.0,"MT","2wd","cast iron","aluminium",15,195,65,"gasolina",1230,1250
"Renault","Megane 2 (2003) Dyn","1.6L 110 hp","K4M",1598,113,"6000",152,4200,6.8,,10.0,"MT","2wd","cast iron","aluminium",16,205,55,"gasolina",1230,1250
"Renault","Megane 2 (2003)","2.0L 130 hp","F4R",1998,134,"5500",191,3750,8.0,,9.8,"MT 6","2wd","cast iron","aluminium",16,205,55,"gasolina",1305,1325
"Renault","Megane 2 (2003)","1.5L dCi 80 hp","K9KHP",1461,82,"4000",185,2000,4.6,,18.8,"MT","2wd","cast iron","aluminium",15,195,65,"gasoleo",1250,1270
"Renault","Megane 2 (2003) Dyn","1.5L dCi 80 hp","K9KHP",1461,82,"4000",185,2000,4.6,,18.8,"MT","2wd","cast iron","aluminium",16,205,55,"gasoleo",1250,1270
"Renault","Megane 2 (2003)","1.9L dCi 120 hp","F9Q",1870,120,"4000",270,2000,5.4,,18.3,"MT 6","2wd","cast iron","aluminium",15,165,55,"gasoleo",1250,1270
"Renault","Megane 2 (2003) Dyn","1.9L dCi 120 hp","F9Q",1870,120,"4000",270,2000,5.4,,18.3,"MT 6","2wd","cast iron","aluminium",16,205,55,"gasoleo",1250,1270
"Renault","Megane 2 (2006)","1.5L dCi 100 hp","K9KTHP",1461,101,"4000",200,1900,4.5,,18.8,"MT","2wd","cast iron","aluminium",15,195,65,"gasoleo",1250,1270
"Renault","Megane 2 (2006) Dyn","1.5L dCi 100 hp","K9KTHP",1461,101,"4000",200,1900,4.5,,18.8,"MT","2wd","cast iron","aluminium",16,205,55,"gasoleo",1250,1270
"Renault","Megane 2 Grand Tour","1.4L 100 hp","K7J",1390,98,"6000",127,3750,7.0,,10.0,"MT","2wd","cast iron","aluminium",15,195,65,"gasolina",1285,0
"Renault","Megane 2 Grand Tour Dyn","1.4L 100 hp","K7J",1390,98,"6000",127,3750,7.0,,10.0,"MT","2wd","cast iron","aluminium",16,205,55,"gasolina",1285,0
"Renault","Megane 2 Grand Tour","1.6L 110 hp","K4M",1598,113,"6000",152,4200,6.9,,10.0,"MT","2wd","cast iron","aluminium",15,195,65,"gasolina",1290,0
"Renault","Megane 2 Grand Tour Proactiva","1.6L 110 hp ","K4M",1598,113,"6000",152,4200,6.9,,10.0,"AT 4","2wd","cast iron","aluminium",15,195,65,"gasolina",1290,0
"Renault","Megane 2 Grand Tour Dyn","1.6L 110 hp","K4M",1598,113,"6000",152,4200,6.9,,10.0,"MT","2wd","cast iron","aluminium",16,205,55,"gasolina",1290,0
"Renault","Megane 2 Grand Tour Dyn Proactiva","1.6L 110 hp ","K4M",1598,113,"6000",152,4000,7.7,,10.0,"AT 4","2wd","cast iron","aluminium",16,205,55,"gasolina",1335,0
"Renault","Megane 2 Grand Tour","2.0L 130 hp","F4R",1998,134,"5500",191,3750,8.0,,9.8,"MT 6","2wd","cast iron","aluminium",16,195,65,"gasolina",1365,0
"Renault","Megane 2 Grand Tour Proactiva","2.0L 130 hp ","F4R",1998,134,"5500",191,3750,8.4,,9.8,"AT 4","2wd","cast iron","aluminium",16,195,65,"gasolina",1380,0
"Renault","Megane 2 Grand Tour Dyn","2.0L 130 hp","F4R",1998,134,"5500",191,3750,8.8,,9.8,"MT 6","2wd","cast iron","aluminium",16,205,55,"gasolina",1365,0
"Renault","Megane 2 Grand Tour Dyn Proactiva","2.0L 130 hp ","F4R",1998,134,"5500",191,3750,9.2,,9.8,"AT 4","2wd","cast iron","aluminium",16,205,55,"gasolina",1380,0
"Renault","Megane 2 Grand Tour","1.5L dCi 80 hp","K9KHP",1461,82,"4000",185,2000,4.6,,18.8,"MT","2wd","cast iron","aluminium",15,195,65,"gasoleo",1310,0
"Renault","Megane 2 Grand Tour Dyn","1.5L dCi 80 hp","K9KHP",1461,82,"4000",185,2000,4.6,,18.8,"MT","2wd","cast iron","aluminium",16,205,55,"gasoleo",1310,0
"Renault","Megane 2 Grand Tour","1.9L dCi 120 hp","F9Q",1870,120,"4000",270,2000,5.4,,18.3,"MT 6","2wd","cast iron","aluminium",15,195,65,"gasoleo",1385,0
"Renault","Megane 2 Grand Tour Dyn","1.9L dCi 120 hp","F9Q",1870,120,"4000",270,2000,5.4,,18.3,"MT 6","2wd","cast iron","aluminium",16,205,55,"gasoleo",1385,0
"Renault","Megane 2 (2006)","2.0L dCi 150 hp","M9RA",1995,150,"4000",340,2000,5.4,144,15.7,"MT 6","2wd","cast iron","aluminium",15,195,65,"gasoleo",1390,0
"Renault","Megane 2 (2006) Dyn","2.0L dCi 150 hp","M9RA",1995,150,"4000",340,2000,5.4,144,15.7,"MT 6","2wd","cast iron","aluminium",16,205,55,"gasoleo",1390,0
"Renault","Megane 2 RS","2.0L T 225 hp","F4RT",1998,224,"5500",300,3000,8.8,,9.0,"MT 6","2wd","cast iron","aluminium",18,225,40,"gasolina",1430,1450
"Renault","Megane 2 R26.R","2.0L T 230 hp","F4RT",1998,230,"5500",310,3000,8.5,199,9.0,"MT 6","2wd","cast iron","aluminium",18,235,40,"gasolina",1305,0
"Renault","Megane 2 CC","1.6L 110 hp","K4M",1598,113,"6000",152,4200,6.9,,10.0,"MT","2wd","cast iron","aluminium",15,195,65,"gasolina",1395,0
"Renault","Megane 2 CC Dyn","1.6L 110 hp","K4M",1598,113,"6000",152,4200,6.9,,10.0,"MT","2wd","cast iron","aluminium",16,205,55,"gasolina",1395,0
"Renault","Megane 2 CC Dyn","2.0L 130 hp","F4R",1998,134,"5500",191,3750,8.2,,9.8,"MT 6","2wd","cast iron","aluminium",16,205,55,"gasolina",1465,0
"Renault","Megane 2 CC","1.9L dCi 120 hp","F9Q",1870,120,"4000",300,2000,5.5,,18.3,"MT 6","2wd","cast iron","aluminium",15,195,65,"gasoleo",1500,0
"Renault","Megane 2 CC Dyn","1.9L dCi 120 hp","F9Q",1870,120,"4000",300,2000,5.5,,18.3,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1500,0
"Renault","Megane 2 CC","2.0L T 160 hp","F4RT",1998,163,"5000",270,3250,8.0,,9.5,"MT 6","2wd","cast iron","aluminium",16,205,55,"gasolina",1490,0
"Renault","Scenic","1.6L 110 hp","K4M",1598,110,"6000",151,4250,7.5,177,9.7,"MT 6","2wd","cast iron","aluminium",15,205,60,"gasolina",1395,0
"Renault","Scenic","1.5L dCi 85 hp","K9KHP",1461,86,"3750",200,1750,4.9,130,17.6,"MT 6","2wd","cast iron","aluminium",15,205,60,"gasoleo",1460,0
"Renault","Scenic","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,4.9,130,15.3,"MT 6","2wd","cast iron","aluminium",15,205,60,"gasoleo",1460,0
"Renault","Scenic Dyn","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,4.9,130,15.3,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1460,0
"Renault","Scenic","1.4L Tce 130 hp","H4JT",1397,131,"5500",190,2250,7.1,168,9.1,"MT 6","2wd","aluminium","aluminium",16,205,60,"gasolina",1395,0
"Renault","Scenic","2.0L 140 hp ","F4R",1997,140,"6000",195,3750,7.7,183,10.2,"hpT","2wd","aluminium","aluminium",16,205,60,"gasolina",1503,0
"Renault","Scenic","1.9L dCi 130 hp","F9Q",1870,131,"3750",300,1750,5.5,145,16.6,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1505,0
"Renault","Scenic","2.0L dCi 160 hp","M9RB",1995,160,"3750",380,2000,6.6,173,15.5,"MT 6","2wd","cast iron","aluminium",17,225,50,"gasoleo",1595,0
"Renault","Scenic","2.0L dCi 150 hp ","M9RB",1995,150,"3750",360,2000,7.0,184,15.5,"AT 6","2wd","cast iron","aluminium",17,225,50,"gasoleo",1615,0
"Renault","Grand Scénic 5 pl.","1.6L 110 hp","K4M",1598,110,"6000",151,4250,7.5,177,9.7,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasolina",1482,0
"Renault","Grand Scénic 7 pl.","1.6L 110 hp","K4M",1598,110,"6000",151,4250,7.5,177,9.7,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasolina",1519,0
"Renault","Grand Scénic 5 pl.","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,5.1,134,15.3,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1526,0
"Renault","Grand Scénic 7 pl.","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,5.1,135,15.3,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1563,0
"Renault","Grand Scénic 7 pl. Dyn","1.4L TCe 130 hp","H4JT",1397,131,"5500",190,2250,7.2,170,9.1,"MT 6","2wd","aluminium","aluminium",16,205,60,"gasolina",1532,0
"Renault","Grand Scénic 5 pl. Dyn","1.9L dCi 130 hp","F9Q",1870,131,"3750",300,1750,5.5,145,16.6,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1568,0
"Renault","Grand Scénic 7 pl. Dyn","1.9L dCi 130 hp","F9Q",1870,131,"3750",300,1750,5.6,149,16.6,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1605,0
"Renault","Grand Scénic 7 pl.","2.0L 140 hp ","F4R",1997,140,"6000",195,3750,7.7,183,10.2,"hpT","2wd","aluminium","aluminium",16,205,60,"gasolina",1580,0
"Renault","Grand Scénic 7 pl.","2.0L dCi 160 hp","M9RB",1995,160,"3750",380,2000,6.6,173,15.5,"MT 6","2wd","cast iron","aluminium",17,225,50,"gasoleo",1703,0
"Renault","Grand Scénic 7 pl.","2.0L dCi 150 hp ","M9RB",1995,150,"3750",360,2000,7.0,184,15.5,"AT 6","2wd","cast iron","aluminium",17,225,50,"gasoleo",1722,0
"Renault","Scénic (2006) 5 pl.","1.4L 100 hp","K7J",1390,98,"5700",127,3750,7.2,173,10.0,"MT","2wd","cast iron","aluminium",,195,65,"gasolina",1390,0
"Renault","Scénic (2006) 5 pl.","1.6L 110 hp","K4M",1598,112,"6000",152,4200,7.6,182,10.0,"MT","2wd","cast iron","aluminium",,195,65,"gasolina",1395,0
"Renault","Scénic (2006) 5 pl. Dyn","1.6L 110 hp","K4M",1598,112,"6000",152,4200,7.6,182,10.0,"MT","2wd","cast iron","aluminium",,205,55,"gasolina",1395,0
"Renault","Scénic (2006) 5 pl.","1.6L 110 hp ","K4M",1598,112,"6000",152,4200,8.0,191,10.0,"AT 4","2wd","cast iron","aluminium",,205,55,"gasolina",1445,0
"Renault","Scénic (2006) 5 pl.","2.0L 135 hp","F4R",1998,134,"5500",191,3750,8.0,192,9.8,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasolina",1475,0
"Renault","Scénic (2006) 5 pl.","2.0L T 165 hp","F4RT",1998,163,"5000",270,3250,8.1,194,9.5,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasolina",1500,0
"Renault","Scénic (2006) 5 pl.","1.5L dCi 85 hp","K9KHP",1461,86,"4000",185,2000,5.1,137,17.9,"MT","2wd","cast iron","aluminium",15,195,65,"gasoleo",1415,0
"Renault","Scénic (2006) 5 pl.","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,5.2,138,15.6,"MT 6","2wd","cast iron","aluminium",15,195,65,"gasoleo",1440,0
"Renault","Scénic (2006) 5 pl. Dyn","1.5L dCi 85 hp","K9KHP",1461,86,"4000",185,2000,5.1,137,17.9,"MT","2wd","cast iron","aluminium",16,205,55,"gasoleo",1415,0
"Renault","Scénic (2006) 5 pl. Dyn","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,5.2,138,15.6,"MT 6","2wd","cast iron","aluminium",16,205,55,"gasoleo",1440,0
"Renault","Scénic (2006) 5 pl.","1.9L dCi 130 hp","F9Q",1870,131,"4000",300,2000,6.0,159,18.3,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1505,0
"Renault","Scénic (2006) 5 pl. Dyn","1.9L dCi 130 hp ","F9Q",1870,131,"4000",300,2000,7.1,188,18.3,"AT 4","2wd","cast iron","aluminium",16,205,60,"gasoleo",1505,0
"Renault","Scénic (2006) 5 pl. Dyn","2.0L dCi 150 hp","M9RA",1995,150,"4000",340,2000,5.8,154,15.7,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1540,0
"Renault","Scénic (2006) 5 pl. Dyn","2.0L dCi 150 hp ","M9RA",1995,150,"4000",340,2000,7.0,186,15.7,"AT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1580,0
"Renault","Grand Scénic (2006) 5 pl.","1.6L 110 hp","K4M",1598,112,"6000",152,4200,7.8,185,10.0,"MT","2wd","cast iron","aluminium",16,205,60,"gasolina",1490,0
"Renault","Grand Scénic (2006) 5 pl.","2.0L 135 hp","F4R",1998,134,"5500",191,3750,8.2,193,9.8,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasolina",1555,0
"Renault","Grand Scénic (2006) 5 pl.","2.0L T 165 hp","F4RT",1998,163,"5000",270,3250,8.1,194,9.5,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasolina",1580,0
"Renault","Grand Scénic (2006) 5 pl.","2.0L 135 hp ","F4R",1998,134,"5500",191,3750,8.6,205,9.8,"AT 4","2wd","cast iron","aluminium",16,205,60,"gasolina",1575,0
"Renault","Grand Scénic (2006) 5 pl.","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,5.4,144,15.6,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1535,0
"Renault","Grand Scénic (2006) 5 pl.","1.9L dCi 130 hp","F9Q",1870,131,"4000",300,2000,6.0,159,18.3,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1575,0
"Renault","Grand Scénic (2006) 5 pl.","1.9L dCi 130 hp ","F9Q",1870,131,"4000",300,2000,7.1,188,18.3,"AT 4","2wd","cast iron","aluminium",16,205,60,"gasoleo",1585,0
"Renault","Grand Scénic (2006) 5 pl.","2.0L dCi 150 hp","M9RA",1995,150,"4000",340,2000,5.8,154,15.7,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1605,0
"Renault","Grand Scénic (2006) 5 pl.","2.0L dCi 150 hp ","M9RA",1995,150,"4000",340,2000,7.2,190,15.7,"AT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1645,0
"Renault","Grand Scénic (2006) 7 pl.","1.6L 110 hp","K4M",1598,112,"6000",152,4200,7.9,189,10.0,"MT","2wd","cast iron","aluminium",16,205,60,"gasolina",1520,0
"Renault","Grand Scénic (2006) 7 pl.","2.0L 135 hp","F4R",1998,134,"5500",191,3750,8.2,193,9.8,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasolina",1585,0
"Renault","Grand Scénic (2006) 7 pl.","2.0L T 165 hp","F4RT",1998,163,"5000",270,3250,8.1,194,9.5,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasolina",1610,0
"Renault","Grand Scénic (2006) 7 pl.","2.0L 135 hp ","F4R",1998,134,"5500",191,3750,8.6,205,9.8,"AT 4","2wd","cast iron","aluminium",16,205,60,"gasolina",1605,0
"Renault","Grand Scénic (2006) 7 pl.","1.5L dCi 105 hp","K9KTHP",1461,106,"4000",240,2000,5.4,144,15.6,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1565,0
"Renault","Grand Scénic (2006) 7 pl.","1.9L dCi 130 hp","F9Q",1870,131,"4000",300,2000,6.0,159,18.3,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1605,0
"Renault","Grand Scénic (2006) 7 pl.","1.9L dCi 130 hp ","F9Q",1870,131,"4000",300,2000,7.1,188,18.3,"AT 4","2wd","cast iron","aluminium",16,205,60,"gasoleo",1615,0
"Renault","Grand Scénic (2006) 7 pl.","2.0L dCi 150 hp","M9RA",1995,150,"4000",340,2000,5.8,154,15.7,"MT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1635,0
"Renault","Grand Scénic (2006) 7 pl.","2.0L dCi 150 hp ","M9RA",1995,150,"4000",340,2000,7.2,190,15.7,"AT 6","2wd","cast iron","aluminium",16,205,60,"gasoleo",1705,0
"Renault","Koleos","2.5L 170 hp ","KOL25",2488,171,"6000",226,4400,9.6,227,9.6,"MT 6","2wd","aluminium","aluminium",17,225,60,"gasolina",1639,0
"Renault","Koleos","2.0L dCi 150 hp ","M9RA",1995,150,"4000",320,2000,6.8,179,15.7,"MT 6","2wd","cast iron","aluminium",17,225,60,"gasoleo",1724,0
"Renault","Koleos","2.5L 170 hp ","KOL25",2488,171,"6000",226,4400,9.6,227,9.6,"MT 6","4wd","aluminium","aluminium",17,225,60,"gasolina",1697,0
